source ID,source name,source type,mapping type,target ID,target name,target type,mapping description
S0386,Ursnif,software,uses,T1056.004,Credential API Hooking,technique,"[Ursnif](https://attack.mitre.org/software/S0386) has hooked APIs to perform a wide variety of information theft, such as monitoring traffic from browsers.(Citation: TrendMicro Ursnif Mar 2015)"
S0386,Ursnif,software,uses,T1132,Data Encoding,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used encoded data in HTTP URLs for C2.(Citation: ProofPoint Ursnif Aug 2016)	
S0386,Ursnif,software,uses,T1005,Data from Local System,technique,"[Ursnif](https://attack.mitre.org/software/S0386) has collected files from victim machines, including certificates and cookies.(Citation: TrendMicro BKDR_URSNIF.SM)"
S0386,Ursnif,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used crypto key information stored in the Registry to decrypt Tor clients dropped to disk.(Citation: ProofPoint Ursnif Aug 2016)
S0386,Ursnif,software,uses,T1568.002,Domain Generation Algorithms,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used a DGA to generate domain names for C2.(Citation: ProofPoint Ursnif Aug 2016)
S0386,Ursnif,software,uses,T1041,Exfiltration Over C2 Channel,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used HTTP POSTs to exfil gathered information.(Citation: TrendMicro Ursnif Mar 2015)(Citation: FireEye Ursnif Nov 2017)(Citation: ProofPoint Ursnif Aug 2016)
S0386,Ursnif,software,uses,T1070.004,File Deletion,technique,[Ursnif](https://attack.mitre.org/software/S0386) has deleted data staged in tmp files after exfiltration.(Citation: TrendMicro Ursnif Mar 2015)
S0386,Ursnif,software,uses,T1564.003,Hidden Window,technique,[Ursnif](https://attack.mitre.org/software/S0386) droppers have used COM properties to execute malware in hidden windows.(Citation: Bromium Ursnif Mar 2017)
S0386,Ursnif,software,uses,T1105,Ingress Tool Transfer,technique,[Ursnif](https://attack.mitre.org/software/S0386) has dropped payload and configuration files to disk. [Ursnif](https://attack.mitre.org/software/S0386) has also been used to download and execute additional payloads.(Citation: TrendMicro PE_URSNIF.A2)(Citation: TrendMicro BKDR_URSNIF.SM)
S0386,Ursnif,software,uses,T1074.001,Local Data Staging,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used tmp files to stage gathered information.(Citation: TrendMicro Ursnif Mar 2015)
S0386,Ursnif,software,uses,T1036.005,Match Legitimate Name or Location,technique,"[Ursnif](https://attack.mitre.org/software/S0386) has used strings from legitimate system files and existing folders for its file, folder, and Registry entry names.(Citation: TrendMicro Ursnif Mar 2015)"
S0386,Ursnif,software,uses,T1112,Modify Registry,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used Registry modifications as part of its installation routine.(Citation: TrendMicro BKDR_URSNIF.SM)(Citation: ProofPoint Ursnif Aug 2016)
S0386,Ursnif,software,uses,T1090.003,Multi-hop Proxy,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used [Tor](https://attack.mitre.org/software/S0183) for C2.(Citation: NJCCIC Ursnif Sept 2016)(Citation: ProofPoint Ursnif Aug 2016)
S0386,Ursnif,software,uses,T1106,Native API,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used <code>CreateProcessW</code> to create child processes.(Citation: FireEye Ursnif Nov 2017)
S0386,Ursnif,software,uses,T1027,Obfuscated Files or Information,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used an XOR-based algorithm to encrypt Tor clients dropped to disk.(Citation: ProofPoint Ursnif Aug 2016)	[Ursnif](https://attack.mitre.org/software/S0386) droppers have also been delivered as password-protected zip files that execute base64 encoded [PowerShell](https://attack.mitre.org/techniques/T1059/001) commands.(Citation: Bromium Ursnif Mar 2017)
S0386,Ursnif,software,uses,T1059.001,PowerShell,technique,[Ursnif](https://attack.mitre.org/software/S0386) droppers have used PowerShell in download cradles to download and execute the malware's full executable payload.(Citation: Bromium Ursnif Mar 2017)
S0386,Ursnif,software,uses,T1057,Process Discovery,technique,[Ursnif](https://attack.mitre.org/software/S0386) has gathered information about running processes.(Citation: TrendMicro Ursnif Mar 2015)(Citation: TrendMicro BKDR_URSNIF.SM)
S0386,Ursnif,software,uses,T1055.012,Process Hollowing,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used process hollowing to inject into child processes.(Citation: FireEye Ursnif Nov 2017)
S0386,Ursnif,software,uses,T1090,Proxy,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used a peer-to-peer (P2P) network for C2.(Citation: NJCCIC Ursnif Sept 2016)(Citation: ProofPoint Ursnif Aug 2016)
S0386,Ursnif,software,uses,T1012,Query Registry,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used [Reg](https://attack.mitre.org/software/S0075) to query the Registry for installed programs.(Citation: TrendMicro Ursnif Mar 2015)(Citation: TrendMicro BKDR_URSNIF.SM)
S0386,Ursnif,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used Registry Run keys to establish automatic execution at system startup.(Citation: TrendMicro PE_URSNIF.A2)(Citation: TrendMicro BKDR_URSNIF.SM)
S0386,Ursnif,software,uses,T1091,Replication Through Removable Media,technique,[Ursnif](https://attack.mitre.org/software/S0386) has copied itself to and infected removable drives for propagation.(Citation: TrendMicro Ursnif Mar 2015)(Citation: TrendMicro Ursnif File Dec 2014)
S0386,Ursnif,software,uses,T1113,Screen Capture,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used hooked APIs to take screenshots.(Citation: TrendMicro Ursnif Mar 2015)(Citation: TrendMicro BKDR_URSNIF.SM)
S0386,Ursnif,software,uses,T1082,System Information Discovery,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used [Systeminfo](https://attack.mitre.org/software/S0096) to gather system information.(Citation: TrendMicro Ursnif Mar 2015)
S0386,Ursnif,software,uses,T1007,System Service Discovery,technique,[Ursnif](https://attack.mitre.org/software/S0386) has gathered information about running services.(Citation: TrendMicro Ursnif Mar 2015)
S0386,Ursnif,software,uses,T1080,Taint Shared Content,technique,[Ursnif](https://attack.mitre.org/software/S0386) has copied itself to and infected files in network drives for propagation.(Citation: TrendMicro Ursnif Mar 2015)(Citation: TrendMicro Ursnif File Dec 2014)
S0386,Ursnif,software,uses,T1055.005,Thread Local Storage,technique,[Ursnif](https://attack.mitre.org/software/S0386) has injected code into target processes via thread local storage callbacks.(Citation: TrendMicro Ursnif Mar 2015)(Citation: TrendMicro PE_URSNIF.A2)(Citation: FireEye Ursnif Nov 2017)
S0386,Ursnif,software,uses,T1497.003,Time Based Evasion,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used a 30 minute delay after execution to evade sandbox monitoring tools.(Citation: TrendMicro Ursnif File Dec 2014)
S0386,Ursnif,software,uses,T1059.005,Visual Basic,technique,[Ursnif](https://attack.mitre.org/software/S0386) droppers have used VBA macros to download and execute the malware's full executable payload.(Citation: Bromium Ursnif Mar 2017)
S0386,Ursnif,software,uses,T1071.001,Web Protocols,technique,[Ursnif](https://attack.mitre.org/software/S0386) has used HTTPS for C2.(Citation: TrendMicro Ursnif Mar 2015)(Citation: FireEye Ursnif Nov 2017)(Citation: ProofPoint Ursnif Aug 2016)
S0386,Ursnif,software,uses,T1047,Windows Management Instrumentation,technique,[Ursnif](https://attack.mitre.org/software/S0386) droppers have used WMI classes to execute [PowerShell](https://attack.mitre.org/techniques/T1059/001) commands.(Citation: Bromium Ursnif Mar 2017)
S0386,Ursnif,software,uses,T1543.003,Windows Service,technique,[Ursnif](https://attack.mitre.org/software/S0386) has registered itself as a system service in the Registry for automatic execution at system startup.(Citation: TrendMicro PE_URSNIF.A2)
S0442,VBShower,software,uses,T1070.004,File Deletion,technique,[VBShower](https://attack.mitre.org/software/S0442) has attempted to complicate forensic analysis by deleting all the files contained in <code>%APPDATA%\..\Local\Temporary Internet Files\Content.Word</code> and <code>%APPDATA%\..\Local Settings\Temporary Internet Files\Content.Word\</code>.(Citation: Kaspersky Cloud Atlas August 2019)
S0442,VBShower,software,uses,T1105,Ingress Tool Transfer,technique,[VBShower](https://attack.mitre.org/software/S0442) has the ability to download VBS files to the target computer.(Citation: Kaspersky Cloud Atlas August 2019)
S0442,VBShower,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[VBShower](https://attack.mitre.org/software/S0442) used <code>HKCU\Software\Microsoft\Windows\CurrentVersion\Run\\[a-f0-9A-F]{8}</code> to maintain persistence.(Citation: Kaspersky Cloud Atlas August 2019)
S0442,VBShower,software,uses,T1059.005,Visual Basic,technique,[VBShower](https://attack.mitre.org/software/S0442) has the ability to execute VBScript files.(Citation: Kaspersky Cloud Atlas August 2019)
S0442,VBShower,software,uses,T1071.001,Web Protocols,technique,[VBShower](https://attack.mitre.org/software/S0442) has attempted to obtain a VBS script from command and control (C2) nodes over HTTP.(Citation: Kaspersky Cloud Atlas August 2019)
S0257,VERMIN,software,uses,T1560,Archive Collected Data,technique,[VERMIN](https://attack.mitre.org/software/S0257) encrypts the collected files using 3-DES.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1123,Audio Capture,technique,[VERMIN](https://attack.mitre.org/software/S0257) can perform audio capture.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1119,Automated Collection,technique,[VERMIN](https://attack.mitre.org/software/S0257) saves each collected file with the automatically generated format {0:dd-MM-yyyy}.txt .(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1115,Clipboard Data,technique,[VERMIN](https://attack.mitre.org/software/S0257) collects data stored in the clipboard.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,"[VERMIN](https://attack.mitre.org/software/S0257) decrypts code, strings, and commands to use once it's on the victim's machine.(Citation: Unit 42 VERMIN Jan 2018)"
S0257,VERMIN,software,uses,T1070.004,File Deletion,technique,[VERMIN](https://attack.mitre.org/software/S0257) can delete files on the victim’s machine.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1105,Ingress Tool Transfer,technique,[VERMIN](https://attack.mitre.org/software/S0257) can download and upload files to the victim's machine.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1056.001,Keylogging,technique,[VERMIN](https://attack.mitre.org/software/S0257) collects keystrokes from the victim machine.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1027,Obfuscated Files or Information,technique,[VERMIN](https://attack.mitre.org/software/S0257) is obfuscated using the obfuscation tool called ConfuserEx.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1057,Process Discovery,technique,[VERMIN](https://attack.mitre.org/software/S0257) can get a list of the processes and running tasks on the system.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1113,Screen Capture,technique,[VERMIN](https://attack.mitre.org/software/S0257) can perform screen captures of the victim’s machine.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1518.001,Security Software Discovery,technique,[VERMIN](https://attack.mitre.org/software/S0257) uses WMI to check for anti-virus software installed on the system.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1027.002,Software Packing,technique,[VERMIN](https://attack.mitre.org/software/S0257) is initially packed.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1082,System Information Discovery,technique,"[VERMIN](https://attack.mitre.org/software/S0257) collects the OS name, machine name, and architecture information.(Citation: Unit 42 VERMIN Jan 2018)"
S0257,VERMIN,software,uses,T1016,System Network Configuration Discovery,technique,[VERMIN](https://attack.mitre.org/software/S0257) gathers the local IP address.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1033,System Owner/User Discovery,technique,[VERMIN](https://attack.mitre.org/software/S0257) gathers the username from the victim’s machine.(Citation: Unit 42 VERMIN Jan 2018)
S0257,VERMIN,software,uses,T1071.001,Web Protocols,technique,[VERMIN](https://attack.mitre.org/software/S0257) uses HTTP for C2 communications.(Citation: Unit 42 VERMIN Jan 2018)
S0476,Valak,software,uses,T1119,Automated Collection,technique,[Valak](https://attack.mitre.org/software/S0476) can download a module to search for and build a report of harvested credential data.(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1552.002,Credentials in Registry,technique,[Valak](https://attack.mitre.org/software/S0476) can use the clientgrabber module to steal e-mail credentials from the Registry.(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[Valak](https://attack.mitre.org/software/S0476) has the ability to decode and decrypt downloaded files.(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020)
S0476,Valak,software,uses,T1087.002,Domain Account,technique,[Valak](https://attack.mitre.org/software/S0476) has the ability to enumerate domain admin accounts.(Citation: Cybereason Valak May 2020)
S0476,Valak,software,uses,T1559.002,Dynamic Data Exchange,technique,[Valak](https://attack.mitre.org/software/S0476) can execute tasks via OLE.(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1041,Exfiltration Over C2 Channel,technique,[Valak](https://attack.mitre.org/software/S0476) has the ability to exfiltrate data over the C2 channel.(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020)(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1008,Fallback Channels,technique,[Valak](https://attack.mitre.org/software/S0476) can communicate over multiple C2 hosts.(Citation: Unit 42 Valak July 2020)
S0476,Valak,software,uses,T1105,Ingress Tool Transfer,technique,"[Valak](https://attack.mitre.org/software/S0476) has downloaded a variety of modules and payloads to the compromised host, including [IcedID](https://attack.mitre.org/software/S0483) and NetSupport Manager RAT-based malware.(Citation: Unit 42 Valak July 2020)(Citation: Cybereason Valak May 2020)"
S0476,Valak,software,uses,T1059.007,JavaScript,technique,[Valak](https://attack.mitre.org/software/S0476) can execute JavaScript containing configuration data for establishing persistence.(Citation: Cybereason Valak May 2020)
S0476,Valak,software,uses,T1087.001,Local Account,technique,[Valak](https://attack.mitre.org/software/S0476) has the ability to enumerate local admin accounts.(Citation: Cybereason Valak May 2020)
S0476,Valak,software,uses,T1204.002,Malicious File,technique,[Valak](https://attack.mitre.org/software/S0476) has been executed via Microsoft Word documents containing malicious macros.(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020)(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1112,Modify Registry,technique,[Valak](https://attack.mitre.org/software/S0476) has the ability to modify the Registry key <code>HKCU\Software\ApplicationContainer\Appsw64</code> to store information regarding the C2 server and downloads.(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020)(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1104,Multi-Stage Channels,technique,[Valak](https://attack.mitre.org/software/S0476) can download additional modules and malware capable of using separate C2 channels.(Citation: Unit 42 Valak July 2020)
S0476,Valak,software,uses,T1564.004,NTFS File Attributes,technique,[Valak](https://attack.mitre.org/software/S0476) has the ability save and execute files as alternate data streams (ADS).(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020)(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1027,Obfuscated Files or Information,technique,[Valak](https://attack.mitre.org/software/S0476) has the ability to base64 encode and XOR encrypt strings.(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020)(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1059.001,PowerShell,technique,[Valak](https://attack.mitre.org/software/S0476) has used PowerShell to download additional modules.(Citation: Cybereason Valak May 2020)
S0476,Valak,software,uses,T1057,Process Discovery,technique,[Valak](https://attack.mitre.org/software/S0476) has the ability to enumerate running processes on a compromised host.(Citation: Cybereason Valak May 2020)
S0476,Valak,software,uses,T1012,Query Registry,technique,[Valak](https://attack.mitre.org/software/S0476) can use the Registry for code updates and to collect credentials.(Citation: Unit 42 Valak July 2020)
S0476,Valak,software,uses,T1218.010,Regsvr32,technique,[Valak](https://attack.mitre.org/software/S0476) has used <code>regsvr32.exe</code> to launch malicious DLLs.(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020)
S0476,Valak,software,uses,T1114.002,Remote Email Collection,technique,"[Valak](https://attack.mitre.org/software/S0476) can collect sensitive mailing information from Exchange servers, including credentials and the domain certificate of an enterprise.(Citation: Cybereason Valak May 2020)"
S0476,Valak,software,uses,T1053.005,Scheduled Task,technique,[Valak](https://attack.mitre.org/software/S0476) has used scheduled tasks to execute additional payloads and to gain persistence on a compromised host.(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020)(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1113,Screen Capture,technique,[Valak](https://attack.mitre.org/software/S0476) has the ability to take screenshots on a compromised host.(Citation: Cybereason Valak May 2020)	 
S0476,Valak,software,uses,T1518.001,Security Software Discovery,technique,[Valak](https://attack.mitre.org/software/S0476) can determine if a compromised host has security products installed.(Citation: Cybereason Valak May 2020)
S0476,Valak,software,uses,T1027.002,Software Packing,technique,[Valak](https://attack.mitre.org/software/S0476) has used packed DLL payloads.(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1566.001,Spearphishing Attachment,technique,[Valak](https://attack.mitre.org/software/S0476) has been delivered via spearphishing e-mails with password protected ZIP files.(Citation: Unit 42 Valak July 2020)
S0476,Valak,software,uses,T1566.002,Spearphishing Link,technique,[Valak](https://attack.mitre.org/software/S0476) has been delivered via malicious links in e-mail.(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1132.001,Standard Encoding,technique,[Valak](https://attack.mitre.org/software/S0476) has returned C2 data as encoded ASCII.(Citation: Unit 42 Valak July 2020)
S0476,Valak,software,uses,T1082,System Information Discovery,technique,[Valak](https://attack.mitre.org/software/S0476) can determine the Windows version and computer name on a compromised host.(Citation: Cybereason Valak May 2020)(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1016,System Network Configuration Discovery,technique,[Valak](https://attack.mitre.org/software/S0476) has the ability to identify the domain and the MAC and IP addresses of an infected machine.(Citation: Cybereason Valak May 2020)
S0476,Valak,software,uses,T1033,System Owner/User Discovery,technique,[Valak](https://attack.mitre.org/software/S0476) can gather information regarding the user.(Citation: Cybereason Valak May 2020)
S0476,Valak,software,uses,T1071.001,Web Protocols,technique,[Valak](https://attack.mitre.org/software/S0476) has used HTTP in communications with C2.(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020)
S0476,Valak,software,uses,T1555.004,Windows Credential Manager,technique,[Valak](https://attack.mitre.org/software/S0476) can use a .NET compiled module named exchgrabber to enumerate credentials from the Credential Manager.(Citation: SentinelOne Valak June 2020)
S0476,Valak,software,uses,T1047,Windows Management Instrumentation,technique,[Valak](https://attack.mitre.org/software/S0476) can use <code>wmic process call create</code> in a scheduled task to launch plugins and for execution.(Citation: SentinelOne Valak June 2020)
S0636,VaporRage,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[VaporRage](https://attack.mitre.org/software/S0636) can deobfuscate XOR-encoded shellcode prior to execution.(Citation: MSTIC Nobelium Toolset May 2021)
S0636,VaporRage,software,uses,T1480,Execution Guardrails,technique,[VaporRage](https://attack.mitre.org/software/S0636) has the ability to check for the presence of a specific DLL and terminate if it is not found.(Citation: MSTIC Nobelium Toolset May 2021)
S0636,VaporRage,software,uses,T1105,Ingress Tool Transfer,technique,[VaporRage](https://attack.mitre.org/software/S0636) has the ability to download malicious shellcode to compromised systems.(Citation: MSTIC Nobelium Toolset May 2021)
S0636,VaporRage,software,uses,T1071.001,Web Protocols,technique,[VaporRage](https://attack.mitre.org/software/S0636) can use HTTP to download shellcode from compromised websites.(Citation: MSTIC Nobelium Toolset May 2021)
S0207,Vasport,software,uses,T1105,Ingress Tool Transfer,technique,[Vasport](https://attack.mitre.org/software/S0207) can download files.(Citation: Symantec Vasport May 2012)
S0207,Vasport,software,uses,T1090,Proxy,technique,[Vasport](https://attack.mitre.org/software/S0207) is capable of tunneling though a proxy.(Citation: Symantec Vasport May 2012)
S0207,Vasport,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Vasport](https://attack.mitre.org/software/S0207) copies itself to disk and creates an associated run key Registry entry to establish.(Citation: Symantec Vasport May 2012)
S0207,Vasport,software,uses,T1071.001,Web Protocols,technique,[Vasport](https://attack.mitre.org/software/S0207) creates a backdoor by making a connection using a HTTP POST.(Citation: Symantec Vasport May 2012)
S0180,Volgmer,software,uses,T1573.002,Asymmetric Cryptography,technique,Some [Volgmer](https://attack.mitre.org/software/S0180) variants use SSL to encrypt C2 communications.(Citation: US-CERT Volgmer Nov 2017)
S0180,Volgmer,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[Volgmer](https://attack.mitre.org/software/S0180) deobfuscates its strings and APIs once its executed.(Citation: US-CERT Volgmer 2 Nov 2017)
S0180,Volgmer,software,uses,T1070.004,File Deletion,technique,[Volgmer](https://attack.mitre.org/software/S0180) can delete files and itself after infection to avoid analysis.(Citation: US-CERT Volgmer 2 Nov 2017)
S0180,Volgmer,software,uses,T1083,File and Directory Discovery,technique,[Volgmer](https://attack.mitre.org/software/S0180) can list directories on a victim.(Citation: US-CERT Volgmer Nov 2017)
S0180,Volgmer,software,uses,T1105,Ingress Tool Transfer,technique,[Volgmer](https://attack.mitre.org/software/S0180) can download remote files and additional payloads to the victim's machine.(Citation: US-CERT Volgmer Nov 2017)(Citation: US-CERT Volgmer 2 Nov 2017)(Citation: Symantec Volgmer Aug 2014)
S0180,Volgmer,software,uses,T1036.004,Masquerade Task or Service,technique,"Some [Volgmer](https://attack.mitre.org/software/S0180) variants add new services with display names generated by a list of hard-coded strings such as Application, Background, Security, and Windows, presumably as a way to masquerade as a legitimate service.(Citation: US-CERT Volgmer 2 Nov 2017)(Citation: Symantec Volgmer Aug 2014)"
S0180,Volgmer,software,uses,T1112,Modify Registry,technique,[Volgmer](https://attack.mitre.org/software/S0180) stores the encoded configuration file in the Registry key <code>HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\WMI\Security</code>.(Citation: US-CERT Volgmer 2 Nov 2017)(Citation: Symantec Volgmer Aug 2014)
S0180,Volgmer,software,uses,T1106,Native API,technique,[Volgmer](https://attack.mitre.org/software/S0180) executes payloads using the Windows API call CreateProcessW().(Citation: US-CERT Volgmer 2 Nov 2017)
S0180,Volgmer,software,uses,T1027,Obfuscated Files or Information,technique,A [Volgmer](https://attack.mitre.org/software/S0180) variant is encoded using a simple XOR cipher.(Citation: US-CERT Volgmer 2 Nov 2017)
S0180,Volgmer,software,uses,T1057,Process Discovery,technique,[Volgmer](https://attack.mitre.org/software/S0180) can gather a list of processes.(Citation: Symantec Volgmer Aug 2014)
S0180,Volgmer,software,uses,T1012,Query Registry,technique,[Volgmer](https://attack.mitre.org/software/S0180) checks the system for certain Registry keys.(Citation: US-CERT Volgmer 2 Nov 2017)
S0180,Volgmer,software,uses,T1573.001,Symmetric Cryptography,technique,[Volgmer](https://attack.mitre.org/software/S0180) uses a simple XOR cipher to encrypt traffic and files.(Citation: US-CERT Volgmer 2 Nov 2017)
S0180,Volgmer,software,uses,T1082,System Information Discovery,technique,"[Volgmer](https://attack.mitre.org/software/S0180) can gather system information, the computer name, OS version, drive and serial information from the victim's machine.(Citation: US-CERT Volgmer Nov 2017)(Citation: US-CERT Volgmer 2 Nov 2017)(Citation: Symantec Volgmer Aug 2014)"
S0180,Volgmer,software,uses,T1016,System Network Configuration Discovery,technique,[Volgmer](https://attack.mitre.org/software/S0180) can gather the IP address from the victim's machine.(Citation: Symantec Volgmer Aug 2014)
S0180,Volgmer,software,uses,T1049,System Network Connections Discovery,technique,[Volgmer](https://attack.mitre.org/software/S0180) can gather information about TCP connection state.(Citation: Symantec Volgmer Aug 2014)
S0180,Volgmer,software,uses,T1007,System Service Discovery,technique,[Volgmer](https://attack.mitre.org/software/S0180) queries the system to identify existing services.(Citation: US-CERT Volgmer Nov 2017)
S0180,Volgmer,software,uses,T1059.003,Windows Command Shell,technique,[Volgmer](https://attack.mitre.org/software/S0180) can execute commands on the victim's machine.(Citation: US-CERT Volgmer Nov 2017)(Citation: US-CERT Volgmer 2 Nov 2017)
S0180,Volgmer,software,uses,T1543.003,Windows Service,technique,"[Volgmer](https://attack.mitre.org/software/S0180) installs a copy of itself in a randomly selected service, then overwrites the ServiceDLL entry in the service's Registry entry. Some [Volgmer](https://attack.mitre.org/software/S0180) variants also install .dll files as services with names generated by a list of hard-coded strings.(Citation: US-CERT Volgmer Nov 2017)(Citation: US-CERT Volgmer 2 Nov 2017)(Citation: Symantec Volgmer Aug 2014)"
S0109,WEBC2,software,uses,T1574.001,DLL Search Order Hijacking,technique,"Variants of [WEBC2](https://attack.mitre.org/software/S0109) achieve persistence by using DLL search order hijacking, usually by copying the DLL file to <code>%SYSTEMROOT%</code> (<code>C:\WINDOWS\ntshrui.dll</code>).(Citation: Mandiant APT1 Appendix)"
S0109,WEBC2,software,uses,T1105,Ingress Tool Transfer,technique,[WEBC2](https://attack.mitre.org/software/S0109) can download and execute a file.(Citation: Mandiant APT1)
S0109,WEBC2,software,uses,T1059.003,Windows Command Shell,technique,[WEBC2](https://attack.mitre.org/software/S0109) can open an interactive command shell.(Citation: Mandiant APT1)
S0155,WINDSHIELD,software,uses,T1070.004,File Deletion,technique,[WINDSHIELD](https://attack.mitre.org/software/S0155) is capable of file deletion along with other file system interaction.(Citation: FireEye APT32 May 2017)
S0155,WINDSHIELD,software,uses,T1095,Non-Application Layer Protocol,technique,[WINDSHIELD](https://attack.mitre.org/software/S0155) C2 traffic can communicate via TCP raw sockets.(Citation: FireEye APT32 May 2017)
S0155,WINDSHIELD,software,uses,T1012,Query Registry,technique,[WINDSHIELD](https://attack.mitre.org/software/S0155) can gather Registry values.(Citation: FireEye APT32 May 2017)
S0155,WINDSHIELD,software,uses,T1082,System Information Discovery,technique,[WINDSHIELD](https://attack.mitre.org/software/S0155) can gather the victim computer name.(Citation: FireEye APT32 May 2017)
S0155,WINDSHIELD,software,uses,T1033,System Owner/User Discovery,technique,[WINDSHIELD](https://attack.mitre.org/software/S0155) can gather the victim user name.(Citation: FireEye APT32 May 2017)
S0219,WINERACK,software,uses,T1010,Application Window Discovery,technique,[WINERACK](https://attack.mitre.org/software/S0219) can enumerate active windows.(Citation: FireEye APT37 Feb 2018)
S0219,WINERACK,software,uses,T1059,Command and Scripting Interpreter,technique,[WINERACK](https://attack.mitre.org/software/S0219) can create a reverse shell that utilizes statically-linked Wine cmd.exe code to emulate Windows command prompt commands.(Citation: FireEye APT37 Feb 2018)
S0219,WINERACK,software,uses,T1083,File and Directory Discovery,technique,[WINERACK](https://attack.mitre.org/software/S0219) can enumerate files and directories.(Citation: FireEye APT37 Feb 2018)
S0219,WINERACK,software,uses,T1057,Process Discovery,technique,[WINERACK](https://attack.mitre.org/software/S0219) can enumerate processes.(Citation: FireEye APT37 Feb 2018)
S0219,WINERACK,software,uses,T1082,System Information Discovery,technique,[WINERACK](https://attack.mitre.org/software/S0219) can gather information about the host.(Citation: FireEye APT37 Feb 2018)
S0219,WINERACK,software,uses,T1033,System Owner/User Discovery,technique,[WINERACK](https://attack.mitre.org/software/S0219) can gather information on the victim username.(Citation: FireEye APT37 Feb 2018)
S0219,WINERACK,software,uses,T1007,System Service Discovery,technique,[WINERACK](https://attack.mitre.org/software/S0219) can enumerate services.(Citation: FireEye APT37 Feb 2018)
S0366,WannaCry,software,uses,T1573.002,Asymmetric Cryptography,technique,[WannaCry](https://attack.mitre.org/software/S0366) uses [Tor](https://attack.mitre.org/software/S0183) for command and control traffic and routes a custom cryptographic protocol over the [Tor](https://attack.mitre.org/software/S0183) circuit.(Citation: SecureWorks WannaCry Analysis)
