ID,name,description,url,created,last modified,version,contributors,platforms,aliases,type,relationship citations
S0682,TrailBlazer,[TrailBlazer](https://attack.mitre.org/software/S0682) is a modular malware that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2019.(Citation: CrowdStrike StellarParticle January 2022),https://attack.mitre.org/software/S0682,08 February 2022,08 February 2022,1.0,,Windows,,malware,"(Citation: CrowdStrike StellarParticle January 2022),,(Citation: CrowdStrike StellarParticle January 2022)"
S0266,TrickBot,"[TrickBot](https://attack.mitre.org/software/S0266) is a Trojan spyware program written in C++ that first emerged in September 2016 as a possible successor to [Dyre](https://attack.mitre.org/software/S0024). [TrickBot](https://attack.mitre.org/software/S0266) was developed and initially used by [Wizard Spider](https://attack.mitre.org/groups/G0102) for targeting banking sites in North America, Australia, and throughout Europe; it has since been used against all sectors worldwide as part of ""big game hunting"" ransomware campaigns.(Citation: S2 Grupo TrickBot June 2017)(Citation: Fidelis TrickBot Oct 2016)(Citation: IBM TrickBot Nov 2016)(Citation: CrowdStrike Wizard Spider October 2020)",https://attack.mitre.org/software/S0266,17 October 2018,01 October 2021,2.0,"Cybereason Nocturnus, @nocturnus; Daniyal Naeem, BT Security; FS-ISAC; Omkar Gudhate",Windows,"TSPY_TRICKLOAD, Totbrick",malware,"(Citation: Proofpoint TA505 Sep 2017),(Citation: IBM TA505 April 2020),(Citation: CrowdStrike Wizard Spider October 2020),(Citation: Sophos New Ryuk Attack October 2020),(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),(Citation: CrowdStrike Grim Spider May 2019),,(Citation: Cyberreason Anchor December 2019),(Citation: IBM TrickBot Nov 2016),(Citation: Bitdefender Trickbot VNC module Whitepaper 2021),(Citation: TrendMicro Trickbot Feb 2019),(Citation: Bitdefender Trickbot March 2020),(Citation: Fidelis TrickBot Oct 2016),(Citation: ESET Trickbot Oct 2020),(Citation: Fortinet TrickBot),(Citation: Joe Sec Trickbot),(Citation: Microsoft Totbrick Oct 2017),(Citation: Bitdefender Trickbot C2 infra Nov 2020),(Citation: Trend Micro Totbrick Oct 2016),(Citation: Trickbot VNC module July 2021),(Citation: S2 Grupo TrickBot June 2017),(Citation: Eclypsium Trickboot December 2020),(Citation: Trend Micro Trickbot Nov 2018)"
S0094,Trojan.Karagany,[Trojan.Karagany](https://attack.mitre.org/software/S0094) is a modular remote access tool used for recon and linked to [Dragonfly](https://attack.mitre.org/groups/G0035). The source code for [Trojan.Karagany](https://attack.mitre.org/software/S0094) originated from Dream Loader malware which was leaked in 2010 and sold on underground forums. (Citation: Symantec Dragonfly)(Citation: Secureworks Karagany July 2019)(Citation: Dragos DYMALLOY ),https://attack.mitre.org/software/S0094,31 May 2017,19 April 2022,3.0,,Windows,"Karagany, xFrost",malware,"(Citation: Secureworks Karagany July 2019),(Citation: Symantec Dragonfly),(Citation: Gigamon Berserk Bear October 2021),,(Citation: Symantec Dragonfly),(Citation: Secureworks Karagany July 2019)"
S0001,Trojan.Mebromi,[Trojan.Mebromi](https://attack.mitre.org/software/S0001) is BIOS-level malware that takes control of the victim before MBR. (Citation: Ge 2011),https://attack.mitre.org/software/S0001,31 May 2017,30 March 2020,1.1,,Windows,,malware,",,(Citation: Ge 2011)"
S0178,Truvasys,[Truvasys](https://attack.mitre.org/software/S0178) is first-stage malware that has been used by [PROMETHIUM](https://attack.mitre.org/groups/G0056). It is a collection of modules written in the Delphi programming language. (Citation: Microsoft Win Defender Truvasys Sep 2017) (Citation: Microsoft NEODYMIUM Dec 2016) (Citation: Microsoft SIR Vol 21),https://attack.mitre.org/software/S0178,16 January 2018,18 March 2020,1.1,,Windows,,malware,"(Citation: Microsoft NEODYMIUM Dec 2016),(Citation: Microsoft SIR Vol 21),,(Citation: Microsoft Win Defender Truvasys Sep 2017)"
S0647,Turian,"[Turian](https://attack.mitre.org/software/S0647) is a backdoor that has been used by [BackdoorDiplomacy](https://attack.mitre.org/groups/G0135) to target Ministries of Foreign Affairs, telecommunication companies, and charities in Africa, Europe, the Middle East, and Asia. First reported in 2021, [Turian](https://attack.mitre.org/software/S0647) is likely related to Quarian, an older backdoor that was last observed being used in 2013 against diplomatic targets in Syria and the United States.(Citation: ESET BackdoorDiplomacy Jun 2021)",https://attack.mitre.org/software/S0647,21 September 2021,18 October 2021,1.0,"Zaw Min Htun, @Z3TAE","Linux, Windows",,malware,"(Citation: ESET BackdoorDiplomacy Jun 2021),,(Citation: ESET BackdoorDiplomacy Jun 2021)"
S0116,UACMe,[UACMe](https://attack.mitre.org/software/S0116) is an open source assessment tool that contains many methods for bypassing Windows User Account Control on multiple versions of the operating system. (Citation: Github UACMe),https://attack.mitre.org/software/S0116,31 May 2017,17 October 2018,1.0,,,,tool,",,(Citation: Github UACMe)"
S0333,UBoatRAT,[UBoatRAT](https://attack.mitre.org/software/S0333) is a remote access tool that was identified in May 2017.(Citation: PaloAlto UBoatRAT Nov 2017),https://attack.mitre.org/software/S0333,29 January 2019,30 March 2020,1.1,,Windows,,malware,",,(Citation: PaloAlto UBoatRAT Nov 2017)"
S0275,UPPERCUT,[UPPERCUT](https://attack.mitre.org/software/S0275) is a backdoor that has been used by [menuPass](https://attack.mitre.org/groups/G0045). (Citation: FireEye APT10 Sept 2018),https://attack.mitre.org/software/S0275,17 October 2018,30 March 2020,1.1,,Windows,ANEL,malware,"(Citation: FireEye APT10 Sept 2018),,(Citation: FireEye APT10 Sept 2018)"
S0136,USBStealer,[USBStealer](https://attack.mitre.org/software/S0136) is malware that has been used by [APT28](https://attack.mitre.org/groups/G0007) since at least 2005 to extract information from air-gapped networks. It does not have the capability to communicate over the Internet and has been used in conjunction with [ADVSTORESHELL](https://attack.mitre.org/software/S0045). (Citation: ESET Sednit USBStealer 2014) (Citation: Kaspersky Sofacy),https://attack.mitre.org/software/S0136,31 May 2017,19 April 2022,1.2,,Windows,"USB Stealer, Win32/USBStealer",malware,"(Citation: ESET Sednit Part 3),,(Citation: ESET Sednit USBStealer 2014),(Citation: Kaspersky Sofacy)"
S0452,USBferry,"[USBferry](https://attack.mitre.org/software/S0452) is an information stealing malware and has been used by [Tropic Trooper](https://attack.mitre.org/groups/G0081) in targeted attacks against Taiwanese and Philippine air-gapped military environments. [USBferry](https://attack.mitre.org/software/S0452) shares an overlapping codebase with [YAHOYAH](https://attack.mitre.org/software/S0388), though it has several features which makes it a distinct piece of malware.(Citation: TrendMicro Tropic Trooper May 2020)",https://attack.mitre.org/software/S0452,20 May 2020,16 June 2020,1.0,,Windows,,malware,"(Citation: TrendMicro Tropic Trooper May 2020),,(Citation: TrendMicro Tropic Trooper May 2020)"
S0221,Umbreon,A Linux rootkit that provides backdoor access and hides from defenders.,https://attack.mitre.org/software/S0221,18 April 2018,01 July 2020,1.1,,Linux,,malware,",,(Citation: Umbreon Trend Micro)"
S0130,Unknown Logger,"[Unknown Logger](https://attack.mitre.org/software/S0130) is a publicly released, free backdoor. Version 1.5 of the backdoor has been used by the actors responsible for the MONSOON campaign. (Citation: Forcepoint Monsoon)",https://attack.mitre.org/software/S0130,31 May 2017,30 March 2020,1.1,,Windows,,malware,"(Citation: Forcepoint Monsoon),,(Citation: Forcepoint Monsoon)"
S0022,Uroburos,[Uroburos](https://attack.mitre.org/software/S0022) is a rootkit used by [Turla](https://attack.mitre.org/groups/G0010). (Citation: Kaspersky Turla),https://attack.mitre.org/software/S0022,31 May 2017,17 October 2018,1.0,,,,malware,"(Citation: Kaspersky Turla),,(Citation: Kaspersky Turla),(Citation: Symantec Waterbug)"
S0386,Ursnif,"[Ursnif](https://attack.mitre.org/software/S0386) is a banking trojan and variant of the Gozi malware observed being spread through various automated exploit kits, [Spearphishing Attachment](https://attack.mitre.org/techniques/T1566/001)s, and malicious links.(Citation: NJCCIC Ursnif Sept 2016)(Citation: ProofPoint Ursnif Aug 2016) [Ursnif](https://attack.mitre.org/software/S0386) is associated primarily with data theft, but variants also include components (backdoors, spyware, file injectors, etc.) capable of a wide variety of behaviors.(Citation: TrendMicro Ursnif Mar 2015)",https://attack.mitre.org/software/S0386,04 June 2019,23 April 2021,1.3,,Windows,"Dreambot, Gozi-ISFB, PE_URSNIF",malware,"(Citation: Cybereason Valak May 2020),(Citation: Secureworks GOLD CABIN),(Citation: Unit 42 Valak July 2020),(Citation: Unit 42 TA551 Jan 2021),,(Citation: ProofPoint Ursnif Aug 2016),(Citation: TrendMicro BKDR_URSNIF.SM),(Citation: Bromium Ursnif Mar 2017),(Citation: TrendMicro PE_URSNIF.A2),(Citation: NJCCIC Ursnif Sept 2016),(Citation: FireEye Ursnif Nov 2017),(Citation: TrendMicro Ursnif File Dec 2014),(Citation: TrendMicro Ursnif Mar 2015)"
S0442,VBShower,"[VBShower](https://attack.mitre.org/software/S0442) is a backdoor that has been used by [Inception](https://attack.mitre.org/groups/G0100) since at least 2019. [VBShower](https://attack.mitre.org/software/S0442) has been used as a downloader for second stage payloads, including [PowerShower](https://attack.mitre.org/software/S0441).(Citation: Kaspersky Cloud Atlas August 2019)",https://attack.mitre.org/software/S0442,08 May 2020,12 May 2020,1.0,,Windows,,malware,"(Citation: Kaspersky Cloud Atlas August 2019),,(Citation: Kaspersky Cloud Atlas August 2019)"
S0257,VERMIN,"[VERMIN](https://attack.mitre.org/software/S0257) is a remote access tool written in the Microsoft .NET framework. It is mostly composed of original code, but also has some open source code. (Citation: Unit 42 VERMIN Jan 2018)",https://attack.mitre.org/software/S0257,17 October 2018,30 March 2020,1.1,,Windows,,malware,",,(Citation: Unit 42 VERMIN Jan 2018)"
S0476,Valak,"[Valak](https://attack.mitre.org/software/S0476) is a multi-stage modular malware that can function as a standalone information stealer or downloader, first observed in 2019 targeting enterprises in the US and Germany.(Citation: Cybereason Valak May 2020)(Citation: Unit 42 Valak July 2020)",https://attack.mitre.org/software/S0476,19 June 2020,23 November 2020,1.2,"Cybereason Nocturnus, @nocturnus",Windows,,malware,"(Citation: Cybereason Valak May 2020),(Citation: Secureworks GOLD CABIN),(Citation: Unit 42 Valak July 2020),(Citation: Unit 42 TA551 Jan 2021),,(Citation: Cybereason Valak May 2020),(Citation: SentinelOne Valak June 2020),(Citation: Unit 42 Valak July 2020)"
S0636,VaporRage,[VaporRage](https://attack.mitre.org/software/S0636) is a shellcode downloader that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2021.(Citation: MSTIC Nobelium Toolset May 2021),https://attack.mitre.org/software/S0636,04 August 2021,04 August 2021,1.0,,Windows,,malware,"(Citation: MSTIC Nobelium Toolset May 2021),,(Citation: MSTIC Nobelium Toolset May 2021)"
S0207,Vasport,[Vasport](https://attack.mitre.org/software/S0207) is a trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor on compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Vasport May 2012),https://attack.mitre.org/software/S0207,18 April 2018,06 January 2021,1.1,,Windows,,malware,"(Citation: Symantec Elderwood Sept 2012),,(Citation: Symantec Vasport May 2012)"
S0180,Volgmer,"[Volgmer](https://attack.mitre.org/software/S0180) is a backdoor Trojan designed to provide covert access to a compromised system. It has been used since at least 2013 to target the government, financial, automotive, and media industries. Its primary delivery mechanism is suspected to be spearphishing. (Citation: US-CERT Volgmer Nov 2017)",https://attack.mitre.org/software/S0180,16 January 2018,25 March 2020,1.1,,Windows,,malware,"(Citation: US-CERT Volgmer Nov 2017),,(Citation: US-CERT Volgmer Nov 2017),(Citation: US-CERT Volgmer 2 Nov 2017),(Citation: Symantec Volgmer Aug 2014)"
S0109,WEBC2,"[WEBC2](https://attack.mitre.org/software/S0109) is a family of backdoor malware used by [APT1](https://attack.mitre.org/groups/G0006) as early as July 2006. [WEBC2](https://attack.mitre.org/software/S0109) backdoors are designed to retrieve a webpage, with commands hidden in HTML comments or special tags, from a predetermined C2 server. (Citation: Mandiant APT1 Appendix)(Citation: Mandiant APT1)",https://attack.mitre.org/software/S0109,31 May 2017,25 August 2020,2.0,Wes Hurd,Windows,,malware,"(Citation: Mandiant APT1),,(Citation: Mandiant APT1),(Citation: Mandiant APT1 Appendix)"
S0155,WINDSHIELD,[WINDSHIELD](https://attack.mitre.org/software/S0155) is a signature backdoor used by [APT32](https://attack.mitre.org/groups/G0050). (Citation: FireEye APT32 May 2017),https://attack.mitre.org/software/S0155,14 December 2017,17 October 2018,1.0,,,,malware,"(Citation: FireEye APT32 May 2017),,(Citation: FireEye APT32 May 2017)"
S0219,WINERACK,[WINERACK](https://attack.mitre.org/software/S0219) is a backdoor used by [APT37](https://attack.mitre.org/groups/G0067). (Citation: FireEye APT37 Feb 2018),https://attack.mitre.org/software/S0219,18 April 2018,17 October 2018,1.0,,,,malware,"(Citation: FireEye APT37 Feb 2018),,(Citation: FireEye APT37 Feb 2018)"
S0366,WannaCry,"[WannaCry](https://attack.mitre.org/software/S0366) is ransomware that was first seen in a global attack during May 2017, which affected more than 150 countries. It contains worm-like features to spread itself across a computer network using the SMBv1 exploit EternalBlue.(Citation: LogRhythm WannaCry)(Citation: US-CERT WannaCry 2017)(Citation: Washington Post WannaCry 2017)(Citation: FireEye WannaCry 2017)",https://attack.mitre.org/software/S0366,25 March 2019,25 April 2022,1.1,"Jan Miller, CrowdStrike",Windows,"WCry, WanaCry, WanaCrypt, WanaCrypt0r",malware,"(Citation: FireEye APT38 Oct 2018),(Citation: FireEye WannaCry 2017),(Citation: LogRhythm WannaCry),(Citation: SecureWorks WannaCry Analysis),,(Citation: US-CERT WannaCry 2017),(Citation: SecureWorks WannaCry Analysis),(Citation: FireEye WannaCry 2017),(Citation: LogRhythm WannaCry)"
S0670,WarzoneRAT,[WarzoneRAT](https://attack.mitre.org/software/S0670) is a malware-as-a-service remote access tool (RAT) written in C++ that has been publicly available for purchase since at least late 2018.(Citation: Check Point Warzone Feb 2020)(Citation: Uptycs Warzone UAC Bypass November 2020),https://attack.mitre.org/software/S0670,27 December 2021,15 April 2022,1.0,"Abhijit Mohanta, @abhijit_mohanta, Uptycs; Shilpesh Trivedi, Uptycs",Windows,"Ave Maria, Warzone",malware,"(Citation: Check Point Warzone Feb 2020),(Citation: Uptycs Confucius APT Jan 2021),,(Citation: Check Point Warzone Feb 2020),(Citation: Uptycs Confucius APT Jan 2021),(Citation: Uptycs Warzone UAC Bypass November 2020)"
S0612,WastedLocker,"[WastedLocker](https://attack.mitre.org/software/S0612) is a ransomware family attributed to [Indrik Spider](https://attack.mitre.org/groups/G0119) that has been used since at least May 2020. [WastedLocker](https://attack.mitre.org/software/S0612) has been used against a broad variety of sectors, including manufacturing, information technology, and media.(Citation: Symantec WastedLocker June 2020)(Citation: NCC Group WastedLocker June 2020)(Citation: Sentinel Labs WastedLocker July 2020) ",https://attack.mitre.org/software/S0612,20 May 2021,27 September 2021,1.0,"Daniyal Naeem, BT Security",Windows,,malware,"(Citation: NCC Group WastedLocker June 2020),(Citation: Crowdstrike EvilCorp March 2021),,(Citation: NCC Group WastedLocker June 2020),(Citation: Sentinel Labs WastedLocker July 2020),(Citation: Symantec WastedLocker June 2020)"
S0579,Waterbear,"[Waterbear](https://attack.mitre.org/software/S0579) is modular malware attributed to [BlackTech](https://attack.mitre.org/groups/G0098) that has been used primarily for lateral movement, decrypting, and triggering payloads and is capable of hiding network behaviors.(Citation: Trend Micro Waterbear December 2019)",https://attack.mitre.org/software/S0579,22 February 2021,25 March 2022,1.1,,Windows,,malware,"(Citation: Trend Micro Waterbear December 2019),,(Citation: Trend Micro Waterbear December 2019)"
S0515,WellMail,"[WellMail](https://attack.mitre.org/software/S0515) is a lightweight malware written in Golang used by [APT29](https://attack.mitre.org/groups/G0016), similar in design and structure to [WellMess](https://attack.mitre.org/software/S0514).(Citation: CISA WellMail July 2020)(Citation: NCSC APT29 July 2020)",https://attack.mitre.org/software/S0515,29 September 2020,09 October 2020,1.0,"Josh Campbell, Cyborg Security, @cyb0rgsecur1ty",Windows,,malware,"(Citation: CISA WellMail July 2020),(Citation: Cybersecurity Advisory SVR TTP May 2021),(Citation: NCSC APT29 July 2020),,(Citation: CISA WellMail July 2020),(Citation: NCSC APT29 July 2020)"
S0514,WellMess,[WellMess](https://attack.mitre.org/software/S0514) is lightweight malware family with variants written in .NET and Golang that has been in use since at least 2018 by [APT29](https://attack.mitre.org/groups/G0016).(Citation: CISA WellMess July 2020)(Citation: PWC WellMess July 2020)(Citation: NCSC APT29 July 2020),https://attack.mitre.org/software/S0514,24 September 2020,22 March 2021,1.0,"Daniyal Naeem, BT Security",Windows,,malware,"(Citation: Cybersecurity Advisory SVR TTP May 2021),(Citation: PWC WellMess C2 August 2020),(Citation: NCSC APT29 July 2020),(Citation: CISA WellMess July 2020),(Citation: PWC WellMess July 2020),,(Citation: PWC WellMess July 2020),(Citation: NCSC APT29 July 2020),(Citation: PWC WellMess C2 August 2020),(Citation: CISA WellMess July 2020)"
S0645,Wevtutil,[Wevtutil](https://attack.mitre.org/software/S0645) is a Windows command-line utility that enables administrators to retrieve information about event logs and publishers.(Citation: Wevtutil Microsoft Documentation),https://attack.mitre.org/software/S0645,14 September 2021,13 October 2022,1.1,"Harshal Tupsamudre, Qualys; Viren Chaudhari, Qualys",Windows,,tool,"(Citation: Crowdstrike DNC June 2016),(Citation: FoxIT Wocao December 2019),(Citation: F-Secure Lazarus Cryptocurrency Aug 2020),(Citation: Wevtutil Microsoft Documentation),(Citation: Crowdstrike DNC June 2016)"
S0689,WhisperGate,[WhisperGate](https://attack.mitre.org/software/S0689) is a multi-stage wiper designed to look like ransomware that has been used in attacks against Ukraine since at least January 2022.(Citation: Cybereason WhisperGate February 2022)(Citation: Unit 42 WhisperGate January 2022)(Citation: Microsoft WhisperGate January 2022),https://attack.mitre.org/software/S0689,10 March 2022,10 April 2022,1.0,"Phil Taylor, BT Security",Windows,,malware,"(Citation: Mandiant UNC2589 March 2022),(Citation: CrowdStrike Ember Bear Profile March 2022),,(Citation: Cisco Ukraine Wipers January 2022),(Citation: Microsoft WhisperGate January 2022),(Citation: Cybereason WhisperGate February 2022),(Citation: Medium S2W WhisperGate January 2022),(Citation: Unit 42 WhisperGate January 2022),(Citation: Crowdstrike WhisperGate January 2022)"
S0206,Wiarp,[Wiarp](https://attack.mitre.org/software/S0206) is a trojan used by [Elderwood](https://attack.mitre.org/groups/G0066) to open a backdoor on compromised hosts. (Citation: Symantec Elderwood Sept 2012) (Citation: Symantec Wiarp May 2012),https://attack.mitre.org/software/S0206,18 April 2018,06 January 2021,1.1,,Windows,,malware,"(Citation: Symantec Elderwood Sept 2012),,(Citation: Symantec Wiarp May 2012)"
S0059,WinMM,"[WinMM](https://attack.mitre.org/software/S0059) is a full-featured, simple backdoor used by [Naikon](https://attack.mitre.org/groups/G0019). (Citation: Baumgartner Naikon 2015)",https://attack.mitre.org/software/S0059,31 May 2017,30 March 2020,1.1,,Windows,,malware,"(Citation: Baumgartner Naikon 2015),(Citation: CameraShy),,(Citation: Baumgartner Naikon 2015)"
S0466,WindTail,[WindTail](https://attack.mitre.org/software/S0466) is a macOS surveillance implant used by [Windshift](https://attack.mitre.org/groups/G0112). [WindTail](https://attack.mitre.org/software/S0466) shares code similarities with Hack Back aka KitM OSX.(Citation: SANS Windshift August 2018)(Citation: objective-see windtail1 dec 2018)(Citation: objective-see windtail2 jan 2019),https://attack.mitre.org/software/S0466,04 June 2020,20 April 2022,1.0,,macOS,,malware,"(Citation: SANS Windshift August 2018),(Citation: objective-see windtail2 jan 2019),(Citation: objective-see windtail1 dec 2018),,(Citation: objective-see windtail1 dec 2018),(Citation: objective-see windtail2 jan 2019)"
S0005,Windows Credential Editor,[Windows Credential Editor](https://attack.mitre.org/software/S0005) is a password dumping tool. (Citation: Amplia WCE),https://attack.mitre.org/software/S0005,31 May 2017,30 March 2020,1.1,,Windows,WCE,tool,"(Citation: Dell TG-3390),(Citation: FireEye FIN6 April 2016),(Citation: Microsoft GALLIUM December 2019),(Citation: FireEye APT40 March 2019),(Citation: Mandiant FIN5 GrrCON Oct 2016),(Citation: DarkReading FireEye FIN5 Oct 2015),(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: Dark Reading APT39 JAN 2019),(Citation: Symantec Tick Apr 2016),(Citation: FireEye APT39 Jan 2019),,(Citation: Amplia WCE)"
S0191,Winexe,"[Winexe](https://attack.mitre.org/software/S0191) is a lightweight, open source tool similar to [PsExec](https://attack.mitre.org/software/S0029) designed to allow system administrators to execute commands on remote servers. (Citation: Winexe Github Sept 2013) [Winexe](https://attack.mitre.org/software/S0191) is unique in that it is a GNU/Linux based client. (Citation: Überwachung APT28 Forfiles June 2015)",https://attack.mitre.org/software/S0191,18 April 2018,17 October 2018,1.0,,,,tool,"(Citation: Secureworks IRON TWILIGHT Active Measures March 2017),(Citation: SecureList Silence Nov 2017),(Citation: Überwachung APT28 Forfiles June 2015),(Citation: Securelist DarkVishnya Dec 2018),,(Citation: Secpod Winexe June 2017)"
S0176,Wingbird,[Wingbird](https://attack.mitre.org/software/S0176) is a backdoor that appears to be a version of commercial software [FinFisher](https://attack.mitre.org/software/S0182). It is reportedly used to attack individual computers instead of networks. It was used by [NEODYMIUM](https://attack.mitre.org/groups/G0055) in a May 2016 campaign. (Citation: Microsoft SIR Vol 21) (Citation: Microsoft NEODYMIUM Dec 2016),https://attack.mitre.org/software/S0176,16 January 2018,30 March 2020,1.1,,Windows,,malware,"(Citation: Microsoft NEODYMIUM Dec 2016),(Citation: Microsoft SIR Vol 21),,(Citation: Microsoft SIR Vol 21),(Citation: Microsoft Wingbird Nov 2017)"
S0430,Winnti for Linux,"[Winnti for Linux](https://attack.mitre.org/software/S0430) is a trojan, seen since at least 2015, designed specifically for targeting Linux systems. Reporting indicates the winnti malware family is shared across a number of actors including [Winnti Group](https://attack.mitre.org/groups/G0044). The Windows variant is tracked separately under [Winnti for Windows](https://attack.mitre.org/software/S0141).(Citation: Chronicle Winnti for Linux May 2019)",https://attack.mitre.org/software/S0430,29 April 2020,01 July 2020,1.0,,Linux,,malware,"(Citation: TrendMicro EarthLusca 2022),(Citation: Crowdstrike GTR2020 Mar 2020),,(Citation: Chronicle Winnti for Linux May 2019)"
S0141,Winnti for Windows,"[Winnti for Windows](https://attack.mitre.org/software/S0141) is a modular remote access Trojan (RAT) that has been used likely by multiple groups to carry out intrusions in various regions since at least 2010, including by one group referred to as the same name, [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: Kaspersky Winnti April 2013)(Citation: Microsoft Winnti Jan 2017)(Citation: Novetta Winnti April 2015)(Citation: 401 TRG Winnti Umbrella May 2018). The Linux variant is tracked separately under [Winnti for Linux](https://attack.mitre.org/software/S0430).(Citation: Chronicle Winnti for Linux May 2019)",https://attack.mitre.org/software/S0141,31 May 2017,15 April 2022,3.0,,Windows,,malware,"(Citation: Kaspersky Winnti June 2015),(Citation: Kaspersky Winnti April 2013),,(Citation: Microsoft Winnti Jan 2017),(Citation: Novetta Winnti April 2015)"
S0041,Wiper,[Wiper](https://attack.mitre.org/software/S0041) is a family of destructive malware used in March 2013 during breaches of South Korean banks and media companies. (Citation: Dell Wiper),https://attack.mitre.org/software/S0041,31 May 2017,17 October 2018,1.0,,,,malware,",,(Citation: Dell Wiper)"
S0161,XAgentOSX,[XAgentOSX](https://attack.mitre.org/software/S0161) is a trojan that has been used by [APT28](https://attack.mitre.org/groups/G0007)  on OS X and appears to be a port of their standard [CHOPSTICK](https://attack.mitre.org/software/S0023) or XAgent trojan. (Citation: XAgentOSX 2017),https://attack.mitre.org/software/S0161,14 December 2017,30 March 2020,1.3,,macOS,OSX.Sofacy,malware,"(Citation: Symantec APT28 Oct 2018),(Citation: XAgentOSX 2017),(Citation: US District Court Indictment GRU Oct 2018),,(Citation: XAgentOSX 2017)"
S0658,XCSSET,"[XCSSET](https://attack.mitre.org/software/S0658) is a macOS modular backdoor that targets Xcode application developers. [XCSSET](https://attack.mitre.org/software/S0658) was first observed in August 2020 and has been used to install a backdoor component, modify browser applications, conduct collection, and provide ransomware-like encryption capabilities.(Citation: trendmicro xcsset xcode project 2020)",https://attack.mitre.org/software/S0658,05 October 2021,18 October 2022,1.2,,macOS,OSX.DubRobber,malware,",,(Citation: trendmicro xcsset xcode project 2020),(Citation: 20 macOS Common Tools and Techniques),(Citation: Application Bundle Manipulation Brandon Dalton)"
S0117,XTunnel,[XTunnel](https://attack.mitre.org/software/S0117) a VPN-like network proxy tool that can relay traffic between a C2 server and a victim. It was first seen in May 2013 and reportedly used by [APT28](https://attack.mitre.org/groups/G0007) during the compromise of the Democratic National Committee. (Citation: Crowdstrike DNC June 2016) (Citation: Invincea XTunnel) (Citation: ESET Sednit Part 2),https://attack.mitre.org/software/S0117,31 May 2017,21 March 2020,2.1,,Windows,"Trojan.Shunnael, X-Tunnel, XAPS",malware,"(Citation: Symantec APT28 Oct 2018),(Citation: ESET Sednit Part 3),(Citation: Secureworks IRON TWILIGHT Active Measures March 2017),(Citation: US District Court Indictment GRU Oct 2018),,(Citation: Invincea XTunnel),(Citation: Crowdstrike DNC June 2016),(Citation: ESET Sednit Part 2)"
S0341,Xbash,"[Xbash](https://attack.mitre.org/software/S0341) is a malware family that has targeted Linux and Microsoft Windows servers. The malware has been tied to the Iron Group, a threat actor group known for previous ransomware attacks. [Xbash](https://attack.mitre.org/software/S0341) was developed in Python and then converted into a self-contained Linux ELF executable by using PyInstaller.(Citation: Unit42 Xbash Sept 2018)",https://attack.mitre.org/software/S0341,30 January 2019,23 June 2020,1.2,,"Linux, Windows",,malware,",,(Citation: Unit42 Xbash Sept 2018),(Citation: Trend Micro Xbash Sept 2018)"
S0388,YAHOYAH,[YAHOYAH](https://attack.mitre.org/software/S0388) is a Trojan used by [Tropic Trooper](https://attack.mitre.org/groups/G0081) as a second-stage backdoor.(Citation: TrendMicro TropicTrooper 2015),https://attack.mitre.org/software/S0388,17 June 2019,21 May 2020,1.1,Bart Parys,Windows,,malware,"(Citation: TrendMicro TropicTrooper 2015),,(Citation: TrendMicro TropicTrooper 2015)"
S0086,ZLib,[ZLib](https://attack.mitre.org/software/S0086) is a full-featured backdoor that was used as a second-stage implant during [Operation Dust Storm](https://attack.mitre.org/campaigns/C0016) since at least 2014. [ZLib](https://attack.mitre.org/software/S0086) is malware and should not be confused with the legitimate compression library from which its name is derived.(Citation: Cylance Dust Storm),https://attack.mitre.org/software/S0086,31 May 2017,30 September 2022,1.2,,Windows,,malware,",(Citation: Cylance Dust Storm),(Citation: Cylance Dust Storm)"
S0251,Zebrocy,"[Zebrocy](https://attack.mitre.org/software/S0251) is a Trojan that has been used by [APT28](https://attack.mitre.org/groups/G0007) since at least November 2015. The malware comes in several programming language variants, including C++, Delphi, AutoIt, C#, VB.NET, and Golang. (Citation: Palo Alto Sofacy 06-2018)(Citation: Unit42 Cannon Nov 2018)(Citation: Unit42 Sofacy Dec 2018)(Citation: CISA Zebrocy Oct 2020) ",https://attack.mitre.org/software/S0251,17 October 2018,23 April 2021,3.0,"Emily Ratliff, IBM",Windows,Zekapab,malware,"(Citation: Palo Alto Sofacy 06-2018),(Citation: Unit42 Cannon Nov 2018),(Citation: Unit42 Sofacy Dec 2018),(Citation: Securelist Sofacy Feb 2018),(Citation: ESET Zebrocy May 2019),,(Citation: Palo Alto Sofacy 06-2018),(Citation: Accenture SNAKEMACKEREL Nov 2018),(Citation: Unit42 Cannon Nov 2018),(Citation: CISA Zebrocy Oct 2020),(Citation: Unit42 Sofacy Dec 2018),(Citation: Securelist Sofacy Feb 2018),(Citation: ESET Zebrocy Nov 2018),(Citation: ESET Zebrocy May 2019)"
