reference,citation,url
US District Court Indictment GRU Unit 74455 October 2020,"Scott W. Brady. (2020, October 15). United States vs. Yuriy Sergeyevich Andrienko et al.. Retrieved November 25, 2020.",https://www.justice.gov/opa/press-release/file/1328521/download
US District Court of DC Phosphorus Complaint 2019,"US District Court of DC. (2019, March 14). MICROSOFT CORPORATION v. JOHN DOES 1-2, CONTROLLING A COMPUTER NETWORK AND THEREBY INJURING PLAINTIFF AND ITS CUSTOMERS. Retrieved March 8, 2021.",https://noticeofpleadings.com/phosphorus/files/Complaint.pdf
US-CERT APT Energy Oct 2017,"US-CERT. (2017, October 20). Alert (TA17-293A): Advanced Persistent Threat Activity Targeting Energy and Other Critical Infrastructure Sectors. Retrieved November 2, 2017.",https://www.us-cert.gov/ncas/alerts/TA17-293A
US-CERT Alert TA13-175A Risks of Default Passwords on the Internet,"US-CERT. (n.d.). Risks of Default Passwords on the Internet. Retrieved April 12, 2019.",https://www.us-cert.gov/ncas/alerts/TA13-175A
US-CERT Alert TA15-314A Web Shells,"US-CERT. (2015, November 13). Compromised Web Servers and Web Shells - Threat Awareness and Guidance. Retrieved June 8, 2016.",https://www.us-cert.gov/ncas/alerts/TA15-314A
US-CERT BADCALL,"US-CERT. (2018, February 06). Malware Analysis Report (MAR) - 10135536-G. Retrieved June 7, 2018.",https://www.us-cert.gov/sites/default/files/publications/MAR-10135536-G.PDF
US-CERT BLINDINGCAN Aug 2020,"US-CERT. (2020, August 19). MAR-10295134-1.v1 – North Korean Remote Access Trojan: BLINDINGCAN. Retrieved August 19, 2020.",https://us-cert.cisa.gov/ncas/analysis-reports/ar20-232a
US-CERT Bankshot Dec 2017,"US-CERT. (2017, December 13). Malware Analysis Report (MAR) - 10135536-B. Retrieved July 17, 2018.",https://www.us-cert.gov/sites/default/files/publications/MAR-10135536-B_WHITE.PDF
US-CERT Emotet Jul 2018,"US-CERT. (2018, July 20). Alert (TA18-201A) Emotet Malware. Retrieved March 25, 2019.",https://www.us-cert.gov/ncas/alerts/TA18-201A
US-CERT FALLCHILL Nov 2017,"US-CERT. (2017, November 22). Alert (TA17-318A): HIDDEN COBRA – North Korean Remote Administration Tool: FALLCHILL. Retrieved December 7, 2017.",https://www.us-cert.gov/ncas/alerts/TA17-318A
US-CERT HARDRAIN March 2018,"US-CERT. (2018, February 05). Malware Analysis Report (MAR) - 10135536-F. Retrieved June 11, 2018.",https://www.us-cert.gov/sites/default/files/publications/MAR-10135536-F.pdf
US-CERT HIDDEN COBRA June 2017,"US-CERT. (2017, June 13). Alert (TA17-164A) HIDDEN COBRA – North Korea’s DDoS Botnet Infrastructure. Retrieved July 13, 2017.",https://www.us-cert.gov/ncas/alerts/TA17-164A
US-CERT HOPLIGHT Apr 2019,"US-CERT. (2019, April 10). MAR-10135536-8 – North Korean Trojan: HOPLIGHT. Retrieved April 19, 2019.",https://www.us-cert.gov/ncas/analysis-reports/AR19-100A
US-CERT HOTCROISSANT February 2020,"US-CERT. (2020, February 20). MAR-10271944-1.v1 – North Korean Trojan: HOTCROISSANT. Retrieved May 1, 2020.",https://www.us-cert.gov/ncas/analysis-reports/ar20-045d
US-CERT KEYMARBLE Aug 2018,"US-CERT. (2018, August 09). MAR-10135536-17 – North Korean Trojan: KEYMARBLE. Retrieved August 16, 2018.",https://www.us-cert.gov/ncas/analysis-reports/AR18-221A
US-CERT NotPetya 2017,"US-CERT. (2017, July 1). Alert (TA17-181A): Petya Ransomware. Retrieved March 15, 2019.",https://www.us-cert.gov/ncas/alerts/TA17-181A
US-CERT Ransomware 2016,"US-CERT. (2016, March 31). Alert (TA16-091A): Ransomware and Recent Variants. Retrieved March 15, 2019.",https://www.us-cert.gov/ncas/alerts/TA16-091A
US-CERT SHARPKNOT June 2018,"US-CERT. (2018, March 09). Malware Analysis Report (MAR) - 10135536.11.WHITE. Retrieved June 13, 2018.",https://www.us-cert.gov/sites/default/files/publications/MAR-10135536.11.WHITE.pdf
US-CERT SMB Security,"US-CERT. (2017, March 16). SMB Security Best Practices. Retrieved December 21, 2017.",https://www.us-cert.gov/ncas/current-activity/2017/01/16/SMB-Security-Best-Practices
US-CERT SamSam 2018,"US-CERT. (2018, December 3). Alert (AA18-337A): SamSam Ransomware. Retrieved March 15, 2019.",https://www.us-cert.gov/ncas/alerts/AA18-337A
US-CERT TA17-156A SNMP Abuse 2017,"US-CERT. (2017, June 5). Reducing the Risk of SNMP Abuse. Retrieved October 19, 2020.",https://us-cert.cisa.gov/ncas/alerts/TA17-156A
US-CERT TA18-068A 2018,"US-CERT. (2018, March 27). TA18-068A Brute Force Attacks Conducted by Cyber Actors. Retrieved October 2, 2019.",https://www.us-cert.gov/ncas/alerts/TA18-086A
US-CERT TA18-074A,"US-CERT. (2018, March 16). Alert (TA18-074A): Russian Government Cyber Activity Targeting Energy and Other Critical Infrastructure Sectors. Retrieved June 6, 2018.",https://www.us-cert.gov/ncas/alerts/TA18-074A
US-CERT TA18-106A Network Infrastructure Devices 2018,"US-CERT. (2018, April 20). Russian State-Sponsored Cyber Actors Targeting Network Infrastructure Devices. Retrieved October 19, 2020.",https://us-cert.cisa.gov/ncas/alerts/TA18-106A
US-CERT TYPEFRAME June 2018,"US-CERT. (2018, June 14). MAR-10135536-12 – North Korean Trojan: TYPEFRAME. Retrieved July 13, 2018.",https://www.us-cert.gov/ncas/analysis-reports/AR18-165A
US-CERT Ukraine Feb 2016,"US-CERT. (2016, February 25). ICS Alert (IR-ALERT-H-16-056-01) Cyber-Attack Against Ukrainian Critical Infrastructure. Retrieved June 10, 2020.",https://www.us-cert.gov/ics/alerts/IR-ALERT-H-16-056-01
US-CERT Volgmer 2 Nov 2017,"US-CERT. (2017, November 01). Malware Analysis Report (MAR) - 10135536-D. Retrieved July 16, 2018.",https://www.us-cert.gov/sites/default/files/publications/MAR-10135536-D_WHITE_S508C.PDF
US-CERT Volgmer Nov 2017,"US-CERT. (2017, November 22). Alert (TA17-318B): HIDDEN COBRA – North Korean Trojan: Volgmer. Retrieved December 7, 2017.",https://www.us-cert.gov/ncas/alerts/TA17-318B
US-CERT WannaCry 2017,"US-CERT. (2017, May 12). Alert (TA17-132A): Indicators Associated With WannaCry Ransomware. Retrieved March 25, 2019.",https://www.us-cert.gov/ncas/alerts/TA17-132A
US-CERT-TA18-106A,"US-CERT. (2018, April 20). Alert (TA18-106A) Russian State-Sponsored Cyber Actors Targeting Network Infrastructure Devices. Retrieved October 19, 2020.",https://www.us-cert.gov/ncas/alerts/TA18-106A
USCYBERCOM SLOTHFULMEDIA October 2020,"USCYBERCOM. (2020, October 1). USCYBERCOM Cybersecurity Alert SLOTHFULMEDIA. Retrieved November 16, 2020.",https://twitter.com/CNMF_CyberAlert/status/1311743710997159953
USDOJ Sandworm Feb 2020,"Pompeo, M. (2020, February 20). The United States Condemns Russian Cyber Attack Against the Country of Georgia. Retrieved June 18, 2020.",https://2017-2021.state.gov/the-united-states-condemns-russian-cyber-attack-against-the-country-of-georgia//index.html
USNYAG IranianBotnet March 2016,"Preet Bharara, US Attorney. (2016, March 24). Retrieved April 23, 2019.",https://www.justice.gov/opa/pr/seven-iranians-working-islamic-revolutionary-guard-corps-affiliated-entities-charged
Ubuntu Manpage systemd rc,"Canonical Ltd.. (n.d.). systemd-rc-local-generator - Compatibility generator for starting /etc/rc.local and        /usr/sbin/halt.local during boot and shutdown. Retrieved February 23, 2021.",http://manpages.ubuntu.com/manpages/bionic/man8/systemd-rc-local-generator.8.html
Ubuntu SSSD Docs,"Ubuntu. (n.d.). SSSD. Retrieved September 23, 2021.",https://ubuntu.com/server/docs/service-sssd
Umbreon Trend Micro,"Fernando Mercês. (2016, September 5). Pokémon-themed Umbreon Linux Rootkit Hits x86, ARM Systems. Retrieved March 5, 2018.",https://blog.trendmicro.com/trendlabs-security-intelligence/pokemon-themed-umbreon-linux-rootkit-hits-x86-arm-systems/?_ga=2.180041126.367598458.1505420282-1759340220.1502477046
Uninformed Needle,"skape. (2003, January 19). Linux x86 run-time process manipulation. Retrieved December 20, 2017.",http://hick.org/code/skape/papers/needle.txt
Unit 42 BackConfig May 2020,"Hinchliffe, A. and Falcone, R. (2020, May 11). Updated BackConfig Malware Targeting Government and Military Organizations in South Asia. Retrieved June 17, 2020.",https://unit42.paloaltonetworks.com/updated-backconfig-malware-targeting-government-and-military-organizations/
Unit 42 BadPatch Oct 2017,"Bar, T., Conant, S. (2017, October 20). BadPatch. Retrieved November 13, 2018.",https://researchcenter.paloaltonetworks.com/2017/10/unit42-badpatch/
Unit 42 Bisonal July 2018,"Hayashi, K., Ray, V. (2018, July 31). Bisonal Malware Used in Attacks Against Russia and South Korea. Retrieved August 7, 2018.",https://researchcenter.paloaltonetworks.com/2018/07/unit42-bisonal-malware-used-attacks-russia-south-korea/
Unit 42 C0d0so0 Jan 2016,"Grunzweig, J., Lee, B. (2016, January 22). New Attacks Linked to C0d0so0 Group. Retrieved August 2, 2018.",https://researchcenter.paloaltonetworks.com/2016/01/new-attacks-linked-to-c0d0s0-group/
Unit 42 CARROTBAT January 2020,"McCabe, A. (2020, January 23). The Fractured Statue Campaign: U.S. Government Agency Targeted in Spear-Phishing Attacks. Retrieved June 2, 2020.",https://unit42.paloaltonetworks.com/the-fractured-statue-campaign-u-s-government-targeted-in-spear-phishing-attacks/
Unit 42 CARROTBAT November 2018,"Grunzweig, J. and Wilhoit, K. (2018, November 29). The Fractured Block Campaign: CARROTBAT Used to Deliver Malware Targeting Southeast Asia. Retrieved June 2, 2020.",https://unit42.paloaltonetworks.com/unit42-the-fractured-block-campaign-carrotbat-malware-used-to-deliver-malware-targeting-southeast-asia/
Unit 42 Cobalt Gang Oct 2018,"Unit 42. (2018, October 25). New Techniques to Uncover and Attribute Financial actors Commodity Builders and Infrastructure Revealed. Retrieved December 11, 2018.",https://researchcenter.paloaltonetworks.com/2018/10/unit42-new-techniques-uncover-attribute-cobalt-gang-commodity-builders-infrastructure-revealed/
Unit 42 DGA Feb 2019,"Unit 42. (2019, February 7). Threat Brief: Understanding Domain Generation Algorithms (DGA). Retrieved February 19, 2019.",https://unit42.paloaltonetworks.com/threat-brief-understanding-domain-generation-algorithms-dga/
Unit 42 DarkHydrus July 2018,"Falcone, R., et al. (2018, July 27). New Threat Actor Group DarkHydrus Targets Middle East Government. Retrieved August 2, 2018.",https://researchcenter.paloaltonetworks.com/2018/07/unit42-new-threat-actor-group-darkhydrus-targets-middle-east-government/
Unit 42 Gamaredon February 2022,"Unit 42. (2022, February 3). Russia’s Gamaredon aka Primitive Bear APT Group Actively Targeting Ukraine. Retrieved February 21, 2022.",https://unit42.paloaltonetworks.com/gamaredon-primitive-bear-ukraine-update-2021/
Unit 42 Gorgon Group Aug 2018,"Falcone, R., et al. (2018, August 02). The Gorgon Group: Slithering Between Nation State and Cybercrime. Retrieved August 7, 2018.",https://researchcenter.paloaltonetworks.com/2018/08/unit42-gorgon-group-slithering-nation-state-cybercrime/
Unit 42 Hildegard Malware,"Chen, J. et al. (2021, February 3). Hildegard: New TeamTNT Cryptojacking Malware Targeting Kubernetes. Retrieved April 5, 2021.",https://unit42.paloaltonetworks.com/hildegard-malware-teamtnt/
Unit 42 Inception November 2018,"Lancaster, T. (2018, November 5). Inception Attackers Target Europe with Year-old Office Vulnerability. Retrieved May 8, 2020.",https://unit42.paloaltonetworks.com/unit42-inception-attackers-target-europe-year-old-office-vulnerability/
Unit 42 IronNetInjector February 2021 ,"Reichel, D. (2021, February 19). IronNetInjector: Turla’s New Malware Loading Tool. Retrieved February 24, 2021.",https://unit42.paloaltonetworks.com/ironnetinjector/
Unit 42 Kazuar May 2017,"Levene, B, et al. (2017, May 03). Kazuar: Multiplatform Espionage Backdoor with API Access. Retrieved July 17, 2018.",https://researchcenter.paloaltonetworks.com/2017/05/unit42-kazuar-multiplatform-espionage-backdoor-api-access/
Unit 42 KerrDown February 2019,"Ray, V. and Hayashi, K. (2019, February 1). Tracking OceanLotus’ new Downloader, KerrDown. Retrieved October 1, 2021.",https://unit42.paloaltonetworks.com/tracking-oceanlotus-new-downloader-kerrdown/
Unit 42 Lucifer June 2020,"Hsu, K. et al. (2020, June 24). Lucifer: New Cryptojacking and DDoS Hybrid Malware Exploiting High and Critical Vulnerabilities to Infect Windows Devices. Retrieved November 16, 2020.",https://unit42.paloaltonetworks.com/lucifer-new-cryptojacking-and-ddos-hybrid-malware/
Unit 42 Mac Crypto Cookies January 2019,"Chen, Y., Hu, W., Xu, Z., et. al. (2019, January 31). Mac Malware Steals Cryptocurrency Exchanges’ Cookies. Retrieved October 14, 2019.",https://unit42.paloaltonetworks.com/mac-malware-steals-cryptocurrency-exchanges-cookies/
Unit 42 Magic Hound Feb 2017,"Lee, B. and Falcone, R. (2017, February 15). Magic Hound Campaign Attacks Saudi Targets. Retrieved December 27, 2017.",https://researchcenter.paloaltonetworks.com/2017/02/unit42-magic-hound-campaign-attacks-saudi-targets/
Unit 42 MechaFlounder March 2019,"Falcone, R. (2019, March 4). New Python-Based Payload MechaFlounder Used by Chafer. Retrieved May 27, 2020.",https://unit42.paloaltonetworks.com/new-python-based-payload-mechaflounder-used-by-chafer/
Unit 42 MuddyWater Nov 2017,"Lancaster, T.. (2017, November 14). Muddying the Water: Targeted Attacks in the Middle East. Retrieved March 15, 2018.",https://researchcenter.paloaltonetworks.com/2017/11/unit42-muddying-the-water-targeted-attacks-in-the-middle-east/
Unit 42 NETWIRE April 2020,"Duncan, B. (2020, April 3). GuLoader: Malspam Campaign Installing NetWire RAT. Retrieved January 7, 2021.",https://unit42.paloaltonetworks.com/guloader-installing-netwire-rat/
Unit 42 NOKKI Sept 2018,"Grunzweig, J., Lee, B. (2018, September 27). New KONNI Malware attacking Eurasia and Southeast Asia. Retrieved November 5, 2018.",https://researchcenter.paloaltonetworks.com/2018/09/unit42-new-konni-malware-attacking-eurasia-southeast-asia/
Unit 42 Nokki Oct 2018,"Grunzweig, J. (2018, October 01). NOKKI Almost Ties the Knot with DOGCALL: Reaper Group Uses New Malware to Deploy RAT. Retrieved November 5, 2018.",https://researchcenter.paloaltonetworks.com/2018/10/unit42-nokki-almost-ties-the-knot-with-dogcall-reaper-group-uses-new-malware-to-deploy-rat/
Unit 42 OilRig Sept 2018,"Falcone, R., et al. (2018, September 04). OilRig Targets a Middle Eastern Government and Adds Evasion Techniques to OopsIE. Retrieved September 24, 2018.",https://researchcenter.paloaltonetworks.com/2018/09/unit42-oilrig-targets-middle-eastern-government-adds-evasion-techniques-oopsie/
Unit 42 OopsIE! Feb 2018,"Lee, B., Falcone, R. (2018, February 23). OopsIE! OilRig Uses ThreeDollars to Deliver New Trojan. Retrieved July 16, 2018.",https://researchcenter.paloaltonetworks.com/2018/02/unit42-oopsie-oilrig-uses-threedollars-deliver-new-trojan/
Unit 42 Phishery Aug 2018,"Falcone, R. (2018, August 07). DarkHydrus Uses Phishery to Harvest Credentials in the Middle East. Retrieved August 10, 2018.",https://researchcenter.paloaltonetworks.com/2018/08/unit42-darkhydrus-uses-phishery-harvest-credentials-middle-east/
Unit 42 PingPull Jun 2022,"Unit 42. (2022, June 13). GALLIUM Expands Targeting Across Telecommunications, Government and Finance Sectors With New PingPull Tool. Retrieved August 7, 2022.",https://unit42.paloaltonetworks.com/pingpull-gallium/
Unit 42 Pirpi July 2015,"Falcone, R., Wartell, R.. (2015, July 27). UPS: Observations on CVE-2015-3113, Prior Zero-Days and the Pirpi Payload. Retrieved April 23, 2019.",https://unit42.paloaltonetworks.com/ups-observations-on-cve-2015-3113-prior-zero-days-and-the-pirpi-payload/
Unit 42 Playbook Dec 2017,"Unit 42. (2017, December 15). Unit 42 Playbook Viewer. Retrieved December 20, 2017.",https://pan-unit42.github.io/playbook_viewer/
Unit 42 ProjectM March 2016,"Falcone, R. and Conant S. (2016, March 25). ProjectM: Link Found Between Pakistani Actor and Operation Transparent Tribe. Retrieved September 2, 2021.",https://unit42.paloaltonetworks.com/unit42-projectm-link-found-between-pakistani-actor-and-operation-transparent-tribe/
Unit 42 QUADAGENT July 2018,"Lee, B., Falcone, R. (2018, July 25). OilRig Targets Technology Service Provider and Government Agency with QUADAGENT. Retrieved August 9, 2018.",https://researchcenter.paloaltonetworks.com/2018/07/unit42-oilrig-targets-technology-service-provider-government-agency-quadagent/
Unit 42 RGDoor Jan 2018,"Falcone, R. (2018, January 25). OilRig uses RGDoor IIS Backdoor on Targets in the Middle East. Retrieved July 6, 2018.",https://researchcenter.paloaltonetworks.com/2018/01/unit42-oilrig-uses-rgdoor-iis-backdoor-targets-middle-east/
Unit 42 Rocke January 2019,"Xingyu, J.. (2019, January 17). Malware Used by Rocke Group Evolves to Evade Detection by Cloud Security Products. Retrieved May 26, 2020.",https://unit42.paloaltonetworks.com/malware-used-by-rocke-group-evolves-to-evade-detection-by-cloud-security-products/
Unit 42 SeaDuke 2015,"Grunzweig, J.. (2015, July 14). Unit 42 Technical Analysis: Seaduke. Retrieved August 3, 2016.",http://researchcenter.paloaltonetworks.com/2015/07/unit-42-technical-analysis-seaduke/
Unit 42 Shamoon3 2018,"Falcone, R. (2018, December 13). Shamoon 3 Targets Oil and Gas Organization. Retrieved March 14, 2019.",https://unit42.paloaltonetworks.com/shamoon-3-targets-oil-gas-organization/
Unit 42 Siloscape Jun 2021,"Prizmant, D. (2021, June 7). Siloscape: First Known Malware Targeting Windows Containers to Compromise Cloud Environments. Retrieved June 9, 2021.",https://unit42.paloaltonetworks.com/siloscape/
Unit 42 Sofacy Feb 2018,"Lee, B, et al. (2018, February 28). Sofacy Attacks Multiple Government Entities. Retrieved March 15, 2018.",https://researchcenter.paloaltonetworks.com/2018/02/unit42-sofacy-attacks-multiple-government-entities/
Unit 42 Sofacy Nov 2018,"Falcone, R., Lee, B.. (2018, November 20). Sofacy Continues Global Attacks and Wheels Out New ‘Cannon’ Trojan. Retrieved April 23, 2019.",https://unit42.paloaltonetworks.com/unit42-sofacy-continues-global-attacks-wheels-new-cannon-trojan/
Unit 42 TA551 Jan 2021,"Duncan, B. (2021, January 7). TA551: Email Attack Campaign Switches from Valak to IcedID. Retrieved March 17, 2021.",https://unit42.paloaltonetworks.com/ta551-shathak-icedid/
Unit 42 Tropic Trooper Nov 2016,"Ray, V. (2016, November 22). Tropic Trooper Targets Taiwanese Government and Fossil Fuel Provider With Poison Ivy. Retrieved November 9, 2018.",https://researchcenter.paloaltonetworks.com/2016/11/unit42-tropic-trooper-targets-taiwanese-government-and-fossil-fuel-provider-with-poison-ivy/
Unit 42 Unsecured Docker Daemons,"Chen, J.. (2020, January 29). Attacker's Tactics and Techniques in Unsecured Docker Daemons Revealed. Retrieved March 31, 2021.",https://unit42.paloaltonetworks.com/attackers-tactics-and-techniques-in-unsecured-docker-daemons-revealed/
Unit 42 VERMIN Jan 2018,"Lancaster, T., Cortes, J. (2018, January 29). VERMIN: Quasar RAT and Custom Malware Used In Ukraine. Retrieved July 5, 2018.",https://researchcenter.paloaltonetworks.com/2018/01/unit42-vermin-quasar-rat-custom-malware-used-ukraine/
Unit 42 Valak July 2020,"Duncan, B. (2020, July 24). Evolution of Valak, from Its Beginnings to Mass Distribution. Retrieved August 31, 2020.",https://unit42.paloaltonetworks.com/valak-evolution/
Unit 42 WhisperGate January 2022,"Falcone, R. et al.. (2022, January 20). Threat Brief: Ongoing Russia and Ukraine Cyber Conflict. Retrieved March 10, 2022.",https://unit42.paloaltonetworks.com/ukraine-cyber-conflict-cve-2021-32648-whispergate/#whispergate-malware-family
Unit42 AcidBox June 2020,"Reichel, D. and Idrizovic, E. (2020, June 17). AcidBox: Rare Malware Repurposing Turla Group Exploit Targeted Russian Organizations. Retrieved March 16, 2021.",https://unit42.paloaltonetworks.com/acidbox-rare-malware/
Unit42 Azorult Nov 2018,"Yan, T., et al. (2018, November 21). New Wine in Old Bottle: New Azorult Variant Found in FindMyName Campaign using Fallout Exploit Kit. Retrieved November 29, 2018.",https://researchcenter.paloaltonetworks.com/2018/11/unit42-new-wine-old-bottle-new-azorult-variant-found-findmyname-campaign-using-fallout-exploit-kit/
Unit42 BabyShark Apr 2019,"Lim, M.. (2019, April 26). BabyShark Malware Part Two – Attacks Continue Using KimJongRAT and PCRat . Retrieved October 7, 2019.",https://unit42.paloaltonetworks.com/babyshark-malware-part-two-attacks-continue-using-kimjongrat-and-pcrat/
Unit42 BabyShark Feb 2019,"Unit 42. (2019, February 22). New BabyShark Malware Targets U.S. National Security Think Tanks. Retrieved October 7, 2019.",https://unit42.paloaltonetworks.com/new-babyshark-malware-targets-u-s-national-security-think-tanks/
Unit42 BendyBear Feb 2021,"Harbison, M. (2021, February 9). BendyBear: Novel Chinese Shellcode Linked With Cyber Espionage Group BlackTech. Retrieved February 16, 2021.",https://unit42.paloaltonetworks.com/bendybear-shellcode-blacktech/
Unit42 Cannon Nov 2018,"Falcone, R., Lee, B. (2018, November 20). Sofacy Continues Global Attacks and Wheels Out New ‘Cannon’ Trojan. Retrieved November 26, 2018.",https://researchcenter.paloaltonetworks.com/2018/11/unit42-sofacy-continues-global-attacks-wheels-new-cannon-trojan/
Unit42 Clop April 2021,"Santos, D. (2021, April 13). Threat Assessment: Clop Ransomware. Retrieved July 30, 2021.",https://unit42.paloaltonetworks.com/clop-ransomware/
Unit42 CookieMiner Jan 2019,"Chen, y., et al. (2019, January 31). Mac Malware Steals Cryptocurrency Exchanges’ Cookies. Retrieved July 22, 2020.",https://unit42.paloaltonetworks.com/mac-malware-steals-cryptocurrency-exchanges-cookies/
Unit42 DNS Mar 2019,"Hinchliffe, A. (2019, March 15). DNS Tunneling: how DNS can be (ab)used by malicious actors. Retrieved October 3, 2020.",https://unit42.paloaltonetworks.com/dns-tunneling-how-dns-can-be-abused-by-malicious-actors/
Unit42 DarkHydrus Jan 2019,"Lee, B., Falcone, R. (2019, January 18). DarkHydrus delivers new Trojan that can use Google Drive for C2 communications. Retrieved April 17, 2019.",https://unit42.paloaltonetworks.com/darkhydrus-delivers-new-trojan-that-can-use-google-drive-for-c2-communications/
Unit42 Emissary Panda May 2019,"Falcone, R. and Lancaster, T. (2019, May 28). Emissary Panda Attacks Middle East Government Sharepoint Servers. Retrieved July 9, 2019.",https://unit42.paloaltonetworks.com/emissary-panda-attacks-middle-east-government-sharepoint-servers/
Unit42 LockerGoga 2019,"Harbison, M. (2019, March 26). Born This Way? Origins of LockerGoga. Retrieved April 16, 2019.",https://unit42.paloaltonetworks.com/born-this-way-origins-of-lockergoga/
Unit42 Molerat Mar 2020,"Falcone, R., et al. (2020, March 3). Molerats Delivers Spark Backdoor to Government and Telecommunications Organizations. Retrieved December 14, 2020.",https://unit42.paloaltonetworks.com/molerats-delivers-spark-backdoor/
Unit42 OilRig Nov 2018,"Falcone, R., Wilhoit, K.. (2018, November 16). Analyzing OilRig’s Ops Tempo from Testing to Weaponization to Delivery. Retrieved April 23, 2019.",https://unit42.paloaltonetworks.com/unit42-analyzing-oilrigs-ops-tempo-testing-weaponization-delivery/
Unit42 PlugX June 2017,"Lancaster, T., Idrizovic, E. (2017, June 27). Paranoid PlugX. Retrieved April 19, 2019.",https://unit42.paloaltonetworks.com/unit42-paranoid-plugx/
Unit42 RDAT July 2020,"Falcone, R. (2020, July 22). OilRig Targets Middle Eastern Telecommunications Organization and Adds Novel C2 Channel with Steganography to Its Inventory. Retrieved July 28, 2020.",https://unit42.paloaltonetworks.com/oilrig-novel-c2-channel-steganography/
Unit42 Redaman January 2019,"Duncan, B., Harbison, M. (2019, January 23). Russian Language Malspam Pushing Redaman Banking Malware. Retrieved June 16, 2020.",https://unit42.paloaltonetworks.com/russian-language-malspam-pushing-redaman-banking-malware/
Unit42 SUPERNOVA Dec 2020,"Tennis, M. (2020, December 17). SUPERNOVA: A Novel .NET Webshell. Retrieved February 22, 2021.",https://unit42.paloaltonetworks.com/solarstorm-supernova/
Unit42 SilverTerrier 2016,"Renals, P., Conant, S. (2016). SILVERTERRIER: The Next Evolution in Nigerian Cybercrime. Retrieved November 13, 2018.",https://www.paloaltonetworks.com/content/dam/pan/en_US/assets/pdf/reports/Unit_42/silverterrier-next-evolution-in-nigerian-cybercrime.pdf
Unit42 SilverTerrier 2018,"Unit42. (2016). SILVERTERRIER: THE RISE OF NIGERIAN BUSINESS EMAIL COMPROMISE. Retrieved November 13, 2018.",https://www.paloaltonetworks.com/apps/pan/public/downloadResource?pagePath=/content/pan/en_US/resources/whitepapers/unit42-silverterrier-rise-of-nigerian-business-email-compromise
Unit42 Sofacy Dec 2018,"Lee, B., Falcone, R. (2018, December 12). Dear Joohn: The Sofacy Group’s Global Campaign. Retrieved April 19, 2019.",https://unit42.paloaltonetworks.com/dear-joohn-sofacy-groups-global-campaign/
Unit42 Xbash Sept 2018,"Xiao, C. (2018, September 17). Xbash Combines Botnet, Ransomware, Coinmining in Worm that Targets Linux and Windows. Retrieved November 14, 2018.",https://researchcenter.paloaltonetworks.com/2018/09/unit42-xbash-combines-botnet-ransomware-coinmining-worm-targets-linux-windows/
University of Birmingham C2,"Gardiner, J.,  Cova, M., Nagaraja, S. (2014, February). Command & Control Understanding, Denying and Detecting. Retrieved April 20, 2016.",https://arxiv.org/ftp/arxiv/papers/1408/1408.1136.pdf
Uptycs Confucius APT Jan 2021,"Uptycs Threat Research Team. (2021, January 12). Confucius APT deploys Warzone RAT. Retrieved December 17, 2021.",https://www.uptycs.com/blog/confucius-apt-deploys-warzone-rat
Uptycs Warzone UAC Bypass November 2020,"Mohanta, A. (2020, November 25). Warzone RAT comes with UAC bypass technique. Retrieved April 7, 2022.",https://www.uptycs.com/blog/warzone-rat-comes-with-uac-bypass-technique
User Approved Kernel Extension Pike’s,"Pikeralpha. (2017, August 29). User Approved Kernel Extension Loading…. Retrieved September 23, 2021.",https://pikeralpha.wordpress.com/2017/08/29/user-approved-kernel-extension-loading/
VB .NET Mar 2020,".NET Team. (2020, March 11). Visual Basic support planned for .NET 5.0. Retrieved June 23, 2020.",https://devblogs.microsoft.com/vbteam/visual-basic-support-planned-for-net-5-0/
VB Microsoft,"Microsoft. (n.d.). Visual Basic documentation. Retrieved June 23, 2020.",https://docs.microsoft.com/dotnet/visual-basic/
VDSO Aug 2005,"Petersson, J. (2005, August 14). What is linux-gate.so.1?. Retrieved June 16, 2020.",https://web.archive.org/web/20051013084246/http://www.trilithium.com/johan/2005/08/linux-gate/
VMRay OSAMiner dynamic analysis 2021,"VMRAY. (2021, January 14). Malware Analysis Spotlight: OSAMiner Uses Run-Only AppleScripts to Evade Detection. Retrieved October 4, 2022.",https://www.vmray.com/cyber-security-blog/osaminer-uses-applescripts-evade-detection-malware-analysis-spotlight/
VNC Authentication,"Tegan. (2019, August 15). Setting up System Authentication. Retrieved September 20, 2021.",https://help.realvnc.com/hc/en-us/articles/360002250097-Setting-up-System-Authentication
VNC Vulnerabilities,"Sergiu Gatlan. (2019, November 22). Dozens of VNC Vulnerabilities Found in Linux, Windows Solutions. Retrieved September 20, 2021.",https://www.bleepingcomputer.com/news/security/dozens-of-vnc-vulnerabilities-found-in-linux-windows-solutions/
Varonis Power Automate Data Exfiltration,"Eric Saraga. (2022, February 2). Using Power Automate for Covert Data Exfiltration in Microsoft 365. Retrieved May 27, 2022.",https://www.varonis.com/blog/power-automate-data-exfiltration
VectorSec ForFiles Aug 2017,"vector_sec. (2017, August 11). Defenders watching launches of cmd? What about forfiles?. Retrieved January 22, 2018.",https://twitter.com/vector_sec/status/896049052642533376
Venafi SSH Key Abuse,"Blachman, Y. (2020, April 22). Growing Abuse of SSH Keys: Commodity Malware Campaigns Now Equipped with SSH Capabilities. Retrieved June 24, 2020.",https://www.venafi.com/blog/growing-abuse-ssh-keys-commodity-malware-campaigns-now-equipped-ssh-capabilities
