ID,name,description,url,created,last modified,version,contributors,associated groups,associated groups citations,relationship citations
G0133,Nomadic Octopus,"
[Nomadic Octopus](https://attack.mitre.org/groups/G0133) is a Russian-speaking cyber espionage threat group that has primarily targeted Central Asia, including local governments, diplomatic missions, and individuals, since at least 2014. [Nomadic Octopus](https://attack.mitre.org/groups/G0133) has been observed conducting campaigns involving Android and Windows malware, mainly using the Delphi programming language, and building custom variants.(Citation: Security Affairs DustSquad Oct 2018)(Citation: Securelist Octopus Oct 2018)(Citation: ESET Nomadic Octopus 2018)",https://attack.mitre.org/groups/G0133,24 August 2021,02 September 2022,1.0,,DustSquad,(Citation: Security Affairs DustSquad Oct 2018)(Citation: Securelist Octopus Oct 2018)(Citation: SecurityWeek Nomadic Octopus Oct 2018),"(Citation: Security Affairs DustSquad Oct 2018),(Citation: ESET Nomadic Octopus 2018),(Citation: Securelist Octopus Oct 2018),(Citation: Securelist Octopus Oct 2018),(Citation: Security Affairs DustSquad Oct 2018),(Citation: ESET Nomadic Octopus 2018),"
G0049,OilRig,"[OilRig](https://attack.mitre.org/groups/G0049) is a suspected Iranian threat group that has targeted Middle Eastern and international victims since at least 2014. The group has targeted a variety of sectors, including financial, government, energy, chemical, and telecommunications. It appears the group carries out supply chain attacks, leveraging the trust relationship between organizations to attack their primary targets. FireEye assesses that the group works on behalf of the Iranian government based on infrastructure details that contain references to Iran, use of Iranian infrastructure, and targeting that aligns with nation-state interests.(Citation: Palo Alto OilRig April 2017)(Citation: ClearSky OilRig Jan 2017)(Citation: Palo Alto OilRig May 2016)(Citation: Palo Alto OilRig Oct 2016)(Citation: Unit 42 Playbook Dec 2017)(Citation: FireEye APT34 Dec 2017)(Citation: Unit 42 QUADAGENT July 2018)",https://attack.mitre.org/groups/G0049,14 December 2017,02 June 2022,3.0,Bryan Lee; Dragos  Threat  Intelligence; Robert Falcone,"APT34, COBALT GYPSY, Helix Kitten, IRN2","This group was previously tracked under two distinct groups, APT34 and OilRig, but was combined due to additional reporting giving higher confidence about the overlap of the activity. (Citation: Unit 42 QUADAGENT July 2018) (Citation: FireEye APT34 Dec 2017)(Citation: Check Point APT34 April 2021), (Citation: Secureworks COBALT GYPSY Threat Profile), (Citation: Unit 42 QUADAGENT July 2018)(Citation: Crowdstrike Helix Kitten Nov 2018), (Citation: Crowdstrike Helix Kitten Nov 2018)","(Citation: Unit 42 QUADAGENT July 2018),(Citation: Check Point APT34 April 2021),(Citation: Unit 42 Playbook Dec 2017),(Citation: FireEye APT35 2018),(Citation: Palo Alto OilRig Sep 2018),(Citation: Palo Alto OilRig Oct 2016),(Citation: FireEye APT34 Webinar Dec 2017),(Citation: Unit 42 RGDoor Jan 2018),(Citation: Palo Alto OilRig May 2016),(Citation: FireEye APT34 Dec 2017),(Citation: OilRig New Delivery Oct 2017),(Citation: Unit42 RDAT July 2020),(Citation: Crowdstrike Helix Kitten Nov 2018),(Citation: Unit 42 OopsIE! Feb 2018),(Citation: Unit 42 OopsIE! Feb 2018),(Citation: Unit 42 QUADAGENT July 2018),(Citation: Check Point APT34 April 2021),(Citation: Unit 42 Playbook Dec 2017),(Citation: Palo Alto OilRig April 2017),(Citation: FireEye APT35 2018),(Citation: Crowdstrike Helix Kitten Nov 2018),(Citation: FireEye APT34 July 2019),(Citation: Palo Alto OilRig Oct 2016),(Citation: FireEye APT34 Webinar Dec 2017),(Citation: Palo Alto OilRig May 2016),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: FireEye APT34 Dec 2017),(Citation: FireEye Outlook Dec 2019),(Citation: FireEye Targeted Attacks Middle East Banks),(Citation: OilRig New Delivery Oct 2017),(Citation: Unit42 OilRig Nov 2018),(Citation: OilRig ISMAgent July 2017),"
G0071,Orangeworm,"[Orangeworm](https://attack.mitre.org/groups/G0071) is a group that has targeted organizations in the healthcare sector in the United States, Europe, and Asia since at least 2015, likely for the purpose of corporate espionage.(Citation: Symantec Orangeworm April 2018)",https://attack.mitre.org/groups/G0071,17 October 2018,26 October 2021,1.1,"Elger Vinicius S. Rodrigues, @elgervinicius, CYBINT Centre",,,"(Citation: Symantec Orangeworm April 2018),(Citation: Symantec Orangeworm April 2018),(Citation: Symantec Orangeworm IOCs April 2018),"
G0068,PLATINUM,[PLATINUM](https://attack.mitre.org/groups/G0068) is an activity group that has targeted victims since at least 2009. The group has focused on targets associated with governments and related organizations in South and Southeast Asia. (Citation: Microsoft PLATINUM April 2016),https://attack.mitre.org/groups/G0068,18 April 2018,22 April 2021,1.3,Ryan Becwar,,,"(Citation: Microsoft PLATINUM April 2016),(Citation: Microsoft PLATINUM June 2017),(Citation: Twitter ItsReallyNick Platinum Masquerade),(Citation: Microsoft PLATINUM April 2016),"
G1005,POLONIUM,"[POLONIUM](https://attack.mitre.org/groups/G1005) is a Lebanon-based group that has primarily targeted Israeli organizations, including critical manufacturing, information technology, and defense industry companies, since at least February 2022. Security researchers assess [POLONIUM](https://attack.mitre.org/groups/G1005) has coordinated their operations with multiple actors affiliated with Iran’s Ministry of Intelligence and Security (MOIS), based on victim overlap as well as common techniques and tooling.(Citation: Microsoft POLONIUM June 2022)",https://attack.mitre.org/groups/G1005,01 July 2022,10 August 2022,1.0,,,,"(Citation: Microsoft POLONIUM June 2022),(Citation: Microsoft POLONIUM June 2022),"
G0056,PROMETHIUM,[PROMETHIUM](https://attack.mitre.org/groups/G0056) is an activity group focused on espionage that has been active since at least 2012. The group has conducted operations globally with a heavy emphasis on Turkish targets. [PROMETHIUM](https://attack.mitre.org/groups/G0056) has demonstrated similarity to another activity group called [NEODYMIUM](https://attack.mitre.org/groups/G0055) due to overlapping victim and campaign characteristics.(Citation: Microsoft NEODYMIUM Dec 2016)(Citation: Microsoft SIR Vol 21)(Citation: Talos Promethium June 2020),https://attack.mitre.org/groups/G0056,16 January 2018,22 October 2020,2.0,,StrongPity,The name StrongPity has also been used to describe the group and the malware used by the group.(Citation: Bitdefender StrongPity June 2020)(Citation: Talos Promethium June 2020),"(Citation: Microsoft NEODYMIUM Dec 2016),(Citation: Microsoft SIR Vol 21),(Citation: Bitdefender StrongPity June 2020),(Citation: Talos Promethium June 2020),(Citation: Bitdefender StrongPity June 2020),(Citation: Talos Promethium June 2020),"
G0040,Patchwork,"[Patchwork](https://attack.mitre.org/groups/G0040) is a cyber espionage group that was first observed in December 2015. While the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-Indian or Indian entity. [Patchwork](https://attack.mitre.org/groups/G0040) has been seen targeting industries related to diplomatic and government agencies. Much of the code used by this group was copied and pasted from online forums. [Patchwork](https://attack.mitre.org/groups/G0040) was also seen operating spearphishing campaigns targeting U.S. think tank groups in March and April of 2018.(Citation: Cymmetria Patchwork) (Citation: Symantec Patchwork)(Citation: TrendMicro Patchwork Dec 2017)(Citation: Volexity Patchwork June 2018)",https://attack.mitre.org/groups/G0040,31 May 2017,02 September 2022,1.4,,"Chinastrats, Dropping Elephant, Hangover Group, MONSOON, Operation Hangover","(Citation: Securelist Dropping Elephant), (Citation: Symantec Patchwork) (Citation: Securelist Dropping Elephant) (Citation: PaloAlto Patchwork Mar 2018) (Citation: Volexity Patchwork June 2018), [Patchwork](https://attack.mitre.org/groups/G0040) and the Hangover Group have both been referenced as aliases for the threat group associated with Operation Monsoon.(Citation: PaloAlto Patchwork Mar 2018)(Citation: Unit 42 BackConfig May 2020)(Citation: Forcepoint Monsoon), MONSOON is the name of an espionage campaign; we use it here to refer to the actor group behind the campaign. (Citation: Forcepoint Monsoon) (Citation: PaloAlto Patchwork Mar 2018), It is believed that the actors behind [Patchwork](https://attack.mitre.org/groups/G0040) are the same actors behind Operation Hangover. (Citation: Forcepoint Monsoon) (Citation: Operation Hangover May 2013)","(Citation: Volexity Patchwork June 2018),(Citation: Forcepoint Monsoon),(Citation: TrendMicro Patchwork Dec 2017),(Citation: Cymmetria Patchwork),(Citation: Unit 42 BackConfig May 2020),(Citation: Volexity Patchwork June 2018),(Citation: Symantec Patchwork),(Citation: Cymmetria Patchwork),(Citation: TrendMicro Patchwork Dec 2017),(Citation: Securelist Dropping Elephant),(Citation: Unit 42 BackConfig May 2020),(Citation: PaloAlto Patchwork Mar 2018),"
G0011,PittyTiger,[PittyTiger](https://attack.mitre.org/groups/G0011) is a threat group believed to operate out of China that uses multiple different types of malware to maintain command and control.(Citation: Bizeul 2014)(Citation: Villeneuve 2014),https://attack.mitre.org/groups/G0011,31 May 2017,12 October 2021,1.2,,,,"(Citation: Bizeul 2014),(Citation: Villeneuve 2014),(Citation: Bizeul 2014),"
G0033,Poseidon Group,[Poseidon Group](https://attack.mitre.org/groups/G0033) is a Portuguese-speaking threat group that has been active since at least 2005. The group has a history of using information exfiltrated from victims to blackmail victim companies into contracting the [Poseidon Group](https://attack.mitre.org/groups/G0033) as a security firm. (Citation: Kaspersky Poseidon Group),https://attack.mitre.org/groups/G0033,31 May 2017,18 March 2020,1.1,,,,",(Citation: Kaspersky Poseidon Group),"
G0024,Putter Panda,[Putter Panda](https://attack.mitre.org/groups/G0024) is a Chinese threat group that has been attributed to Unit 61486 of the 12th Bureau of the PLA’s 3rd General Staff Department (GSD). (Citation: CrowdStrike Putter Panda),https://attack.mitre.org/groups/G0024,31 May 2017,30 March 2020,1.1,,"APT2, MSUpdater","(Citation: Cylance Putter Panda), (Citation: CrowdStrike Putter Panda)","(Citation: CrowdStrike Putter Panda),(Citation: CrowdStrike Putter Panda),"
G0048,RTM,[RTM](https://attack.mitre.org/groups/G0048) is a cybercriminal group that has been active since at least 2015 and is primarily interested in users of remote banking systems in Russia and neighboring countries. The group uses a Trojan by the same name ([RTM](https://attack.mitre.org/software/S0148)). (Citation: ESET RTM Feb 2017),https://attack.mitre.org/groups/G0048,31 May 2017,12 May 2020,1.1,"Oleg Skulkin, Group-IB",,,"(Citation: ESET RTM Feb 2017),(Citation: ESET RTM Feb 2017),(Citation: ESET Buhtrap and Buran April 2019),(Citation: Group IB RTM August 2019),"
G0075,Rancor,[Rancor](https://attack.mitre.org/groups/G0075) is a threat group that has led targeted campaigns against the South East Asia region. [Rancor](https://attack.mitre.org/groups/G0075) uses politically-motivated lures to entice victims to open malicious documents. (Citation: Rancor Unit42 June 2018),https://attack.mitre.org/groups/G0075,17 October 2018,30 March 2020,1.2,,,,"(Citation: Rancor Unit42 June 2018),(Citation: Rancor Unit42 June 2018),"
G0106,Rocke,"[Rocke](https://attack.mitre.org/groups/G0106) is an alleged Chinese-speaking adversary whose primary objective appeared to be cryptojacking, or stealing victim system resources for the purposes of mining cryptocurrency. The name [Rocke](https://attack.mitre.org/groups/G0106) comes from the email address ""rocke@live.cn"" used to create the wallet which held collected cryptocurrency. Researchers have detected overlaps between [Rocke](https://attack.mitre.org/groups/G0106) and the Iron Cybercrime Group, though this attribution has not been confirmed.(Citation: Talos Rocke August 2018)",https://attack.mitre.org/groups/G0106,26 May 2020,19 June 2020,1.0,,,,",(Citation: Talos Rocke August 2018),(Citation: Unit 42 Rocke January 2019),(Citation: Anomali Rocke March 2019),"
G0034,Sandworm Team,"[Sandworm Team](https://attack.mitre.org/groups/G0034) is a destructive threat group that has been attributed to Russia's General Staff Main Intelligence Directorate (GRU) Main Center for Special Technologies (GTsST) military unit 74455.(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: UK NCSC Olympic Attacks October 2020) This group has been active since at least 2009.(Citation: iSIGHT Sandworm 2014)(Citation: CrowdStrike VOODOO BEAR)(Citation: USDOJ Sandworm Feb 2020)(Citation: NCSC Sandworm Feb 2020)

In October 2020, the US indicted six GRU Unit 74455 officers associated with [Sandworm Team](https://attack.mitre.org/groups/G0034) for the following cyber operations: the 2015 and 2016 attacks against Ukrainian electrical companies and government organizations, the 2017 worldwide [NotPetya](https://attack.mitre.org/software/S0368) attack, targeting of the 2017 French presidential campaign, the 2018 [Olympic Destroyer](https://attack.mitre.org/software/S0365) attack against the Winter Olympic Games, the 2018 operation against the Organisation for the Prohibition of Chemical Weapons, and attacks against the country of Georgia in 2018 and 2019.(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: UK NCSC Olympic Attacks October 2020) Some of these were conducted with the assistance of GRU Unit 26165, which is also referred to as [APT28](https://attack.mitre.org/groups/G0007).(Citation: US District Court Indictment GRU Oct 2018)",https://attack.mitre.org/groups/G0034,31 May 2017,12 October 2022,2.2,Dragos Threat Intelligence,"BlackEnergy (Group), ELECTRUM, IRON VIKING, Quedagh, Telebots, Voodoo Bear","(Citation: NCSC Sandworm Feb 2020)(Citation: UK NCSC Olympic Attacks October 2020), (Citation: Dragos ELECTRUM)(Citation: UK NCSC Olympic Attacks October 2020), (Citation: Secureworks IRON VIKING )(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: UK NCSC Olympic Attacks October 2020), (Citation: iSIGHT Sandworm 2014) (Citation: F-Secure BlackEnergy 2014)(Citation: UK NCSC Olympic Attacks October 2020), (Citation: NCSC Sandworm Feb 2020)(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: UK NCSC Olympic Attacks October 2020), (Citation: CrowdStrike VOODOO BEAR)(Citation: US District Court Indictment GRU Unit 74455 October 2020)(Citation: UK NCSC Olympic Attacks October 2020)","(Citation: Trend Micro Cyclops Blink March 2022),(Citation: CrowdStrike GTR 2019),(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: NCSC CISA Cyclops Blink Advisory February 2022),(Citation: ESET TeleBots Oct 2018),(Citation: NCSC Sandworm Feb 2020),(Citation: ANSSI Sandworm January 2021),(Citation: Dragos Crashoverride 2017),(Citation: iSIGHT Sandworm 2014),(Citation: F-Secure BlackEnergy 2014),(Citation: ESET Industroyer),(Citation: Secureworks IRON VIKING),(Citation: UK NCSC Olympic Attacks October 2020),(Citation: Secureworks IRON VIKING ),(Citation: Dragos Crashoverride 2018),(Citation: US-CERT Ukraine Feb 2016),(Citation: iSight Sandworm Oct 2014),(Citation: Secureworks NotPetya June 2017),(Citation: TrendMicro Sandworm October 2014),(Citation: McAfee Sandworm November 2013),(Citation: ESET Telebots June 2017),(Citation: US District Court Indictment GRU Unit 74455 October 2020),(Citation: NCSC Cyclops Blink February 2022),(Citation: ESET BlackEnergy Jan 2016),(Citation: ANSSI Sandworm January 2021),(Citation: ESET Telebots July 2017),(Citation: ESET Telebots Dec 2016),(Citation: UK NCSC Olympic Attacks October 2020),(Citation: Dragos Crashoverride 2018),"
G0029,Scarlet Mimic,"[Scarlet Mimic](https://attack.mitre.org/groups/G0029) is a threat group that has targeted minority rights activists. This group has not been directly linked to a government source, but the group's motivations appear to overlap with those of the Chinese government. While there is some overlap between IP addresses used by [Scarlet Mimic](https://attack.mitre.org/groups/G0029) and [Putter Panda](https://attack.mitre.org/groups/G0024), it has not been concluded that the groups are the same. (Citation: Scarlet Mimic Jan 2016)",https://attack.mitre.org/groups/G0029,31 May 2017,30 March 2020,1.2,,,,"(Citation: Scarlet Mimic Jan 2016),(Citation: Scarlet Mimic Jan 2016),"
G1008,SideCopy,"[SideCopy](https://attack.mitre.org/groups/G1008) is a Pakistani threat group that has primarily targeted South Asian countries, including Indian and Afghani government personnel, since at least 2019. [SideCopy](https://attack.mitre.org/groups/G1008)'s name comes from its infection chain that tries to mimic that of [Sidewinder](https://attack.mitre.org/groups/G0121), a suspected Indian threat group.(Citation: MalwareBytes SideCopy Dec 2021)",https://attack.mitre.org/groups/G1008,07 August 2022,20 October 2022,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan , NEC Corporation India; Pooja Natarajan, NEC Corporation India",,,",(Citation: MalwareBytes SideCopy Dec 2021),"
G0121,Sidewinder,"[Sidewinder](https://attack.mitre.org/groups/G0121) is a suspected Indian threat actor group that has been active since at least 2012. They have been observed targeting government, military, and business entities throughout Asia, primarily focusing on Pakistan, China, Nepal, and Afghanistan.(Citation: ATT Sidewinder January 2021)(Citation: Securelist APT Trends April 2018)(Citation: Cyble Sidewinder September 2020)",https://attack.mitre.org/groups/G0121,27 January 2021,21 April 2021,1.0,"Daniyal Naeem, BT Security; Lacework Labs","Rattlesnake, T-APT-04","(Citation: Cyble Sidewinder September 2020), (Citation: Cyble Sidewinder September 2020)","(Citation: ATT Sidewinder January 2021),(Citation: Rewterz Sidewinder COVID-19 June 2020),(Citation: Cyble Sidewinder September 2020),(Citation: ATT Sidewinder January 2021),(Citation: Rewterz Sidewinder APT April 2020),"
G0091,Silence,"[Silence](https://attack.mitre.org/groups/G0091) is a financially motivated threat actor targeting financial institutions in different countries. The group was first seen in June 2016. Their main targets reside in Russia, Ukraine, Belarus, Azerbaijan, Poland and Kazakhstan. They compromised various banking systems, including the Russian Central Bank's Automated Workstation Client, ATMs, and card processing.(Citation: Cyber Forensicator Silence Jan 2019)(Citation: SecureList Silence Nov 2017) ",https://attack.mitre.org/groups/G0091,24 May 2019,02 June 2022,2.1,"Oleg Skulkin, Group-IB",Whisper Spider,(Citation: Crowdstrike GTR2020 Mar 2020),"(Citation: Group IB Silence Sept 2018),(Citation: SecureList Silence Nov 2017),(Citation: Group IB Silence Aug 2019),(Citation: Cyber Forensicator Silence Jan 2019),(Citation: Group IB Silence Sept 2018),(Citation: SecureList Silence Nov 2017),(Citation: Group IB Silence Aug 2019),"
G0122,Silent Librarian,"[Silent Librarian](https://attack.mitre.org/groups/G0122) is a group that has targeted research and proprietary data at universities, government agencies, and private sector companies worldwide since at least 2013. Members of  [Silent Librarian](https://attack.mitre.org/groups/G0122) are known to have been affiliated with the Iran-based Mabna Institute which has conducted cyber intrusions at the behest of the government of Iran, specifically the Islamic Revolutionary Guard Corps (IRGC).(Citation: DOJ Iran Indictments March 2018)(Citation: Phish Labs Silent Librarian)(Citation: Malwarebytes Silent Librarian October 2020)",https://attack.mitre.org/groups/G0122,03 February 2021,21 April 2021,1.0,,"COBALT DICKENS, TA407","(Citation: Secureworks COBALT DICKENS August 2018)(Citation: Secureworks COBALT DICKENS September 2019)(Citation: Proofpoint TA407 September 2019)(Citation: Malwarebytes Silent Librarian October 2020), (Citation: Proofpoint TA407 September 2019)(Citation: Malwarebytes Silent Librarian October 2020)",",(Citation: Phish Labs Silent Librarian),(Citation: Secureworks COBALT DICKENS September 2019),(Citation: Proofpoint TA407 September 2019),(Citation: Secureworks COBALT DICKENS August 2018),(Citation: Malwarebytes Silent Librarian October 2020),(Citation: DOJ Iran Indictments March 2018),"
G0083,SilverTerrier,"[SilverTerrier](https://attack.mitre.org/groups/G0083) is a Nigerian threat group that has been seen active since 2014. [SilverTerrier](https://attack.mitre.org/groups/G0083) mainly targets organizations in high technology, higher education, and manufacturing.(Citation: Unit42 SilverTerrier 2018)(Citation: Unit42 SilverTerrier 2016)",https://attack.mitre.org/groups/G0083,29 January 2019,19 May 2020,1.1,,,,"(Citation: Unit42 SilverTerrier 2018),(Citation: Unit42 SilverTerrier 2018),"
G0054,Sowbug,"[Sowbug](https://attack.mitre.org/groups/G0054) is a threat group that has conducted targeted attacks against organizations in South America and Southeast Asia, particularly government entities, since at least 2015. (Citation: Symantec Sowbug Nov 2017)",https://attack.mitre.org/groups/G0054,16 January 2018,30 March 2020,1.1,"Alan Neville, @abnev",,,"(Citation: Symantec Sowbug Nov 2017),(Citation: Symantec Sowbug Nov 2017),"
G0038,Stealth Falcon,"[Stealth Falcon](https://attack.mitre.org/groups/G0038) is a threat group that has conducted targeted spyware attacks against Emirati journalists, activists, and dissidents since at least 2012. Circumstantial evidence suggests there could be a link between this group and the United Arab Emirates (UAE) government, but that has not been confirmed. (Citation: Citizen Lab Stealth Falcon May 2016)",https://attack.mitre.org/groups/G0038,31 May 2017,23 November 2020,1.2,,,,",(Citation: Citizen Lab Stealth Falcon May 2016),"
G0041,Strider,"[Strider](https://attack.mitre.org/groups/G0041) is a threat group that has been active since at least 2011 and has targeted victims in Russia, China, Sweden, Belgium, Iran, and Rwanda.(Citation: Symantec Strider Blog)(Citation: Kaspersky ProjectSauron Blog)",https://attack.mitre.org/groups/G0041,31 May 2017,29 June 2020,1.1,,ProjectSauron,ProjectSauron is used to refer both to the threat group also known as G0041 as well as the malware platform also known as S0125. (Citation: Kaspersky ProjectSauron Blog) (Citation: Kaspersky ProjectSauron Full Report),"(Citation: Kaspersky ProjectSauron Blog),(Citation: Symantec Strider Blog),(Citation: Kaspersky ProjectSauron Blog),(Citation: Kaspersky ProjectSauron Full Report),"
G0039,Suckfly,[Suckfly](https://attack.mitre.org/groups/G0039) is a China-based threat group that has been active since at least 2014. (Citation: Symantec Suckfly March 2016),https://attack.mitre.org/groups/G0039,31 May 2017,15 April 2022,1.1,,,,"(Citation: Symantec Suckfly May 2016),(Citation: Symantec Suckfly March 2016),(Citation: Symantec Suckfly May 2016),(Citation: Symantec Suckfly March 2016),"
G0062,TA459,"[TA459](https://attack.mitre.org/groups/G0062) is a threat group believed to operate out of China that has targeted countries including Russia, Belarus, Mongolia, and others. (Citation: Proofpoint TA459 April 2017)",https://attack.mitre.org/groups/G0062,18 April 2018,30 March 2020,1.1,"Valerii Marchuk, Cybersecurity Help s.r.o.",,,"(Citation: Proofpoint TA459 April 2017),(Citation: Proofpoint TA459 April 2017),"
G0092,TA505,"[TA505](https://attack.mitre.org/groups/G0092) is a cyber criminal group that has been active since at least 2014. [TA505](https://attack.mitre.org/groups/G0092) is known for frequently changing malware, driving global trends in criminal malware distribution, and ransomware campaigns involving [Clop](https://attack.mitre.org/software/S0611).(Citation: Proofpoint TA505 Sep 2017)(Citation: Proofpoint TA505 June 2018)(Citation: Proofpoint TA505 Jan 2019)(Citation: NCC Group TA505)(Citation: Korean FSI TA505 2020)",https://attack.mitre.org/groups/G0092,28 May 2019,13 October 2022,2.0,,Hive0065,(Citation: IBM TA505 April 2020),"(Citation: BlackBerry Amadey 2020),(Citation: Proofpoint TA505 Sep 2017),(Citation: Proofpoint TA505 October 2019),(Citation: Deep Instinct TA505 Apr 2019),(Citation: NCC Group TA505),(Citation: Unit42 Clop April 2021),(Citation: IBM TA505 April 2020),(Citation: Proofpoint TA505 June 2018),(Citation: Proofpoint TA505 Mar 2018),(Citation: Trend Micro TA505 June 2019),(Citation: Cybereason TA505 April 2019),(Citation: Cybereason Clop Dec 2020),(Citation: Korean FSI TA505 2020),(Citation: Proofpoint TA505 Jan 2019),(Citation: Proofpoint TA505 Sep 2017),(Citation: ProofPoint SettingContent-ms July 2018),(Citation: Proofpoint TA505 October 2019),(Citation: Deep Instinct TA505 Apr 2019),(Citation: TrendMicro TA505 Aug 2019),(Citation: NCC Group TA505),(Citation: IBM TA505 April 2020),(Citation: Proofpoint TA505 June 2018),(Citation: Proofpoint TA505 Mar 2018),(Citation: Trend Micro TA505 June 2019),(Citation: Cybereason TA505 April 2019),(Citation: Korean FSI TA505 2020),(Citation: Proofpoint TA505 Jan 2019),"
G0127,TA551,"[TA551](https://attack.mitre.org/groups/G0127) is a financially-motivated threat group that has been active since at least 2018. (Citation: Secureworks GOLD CABIN) The group has primarily targeted English, German, Italian, and Japanese speakers through email-based malware distribution campaigns. (Citation: Unit 42 TA551 Jan 2021)",https://attack.mitre.org/groups/G0127,19 March 2021,30 September 2021,1.1,"Ryo Tamura, SecureBrain Corporation; Shotaro Hamamoto, NEC Solution Innovators, Ltd; Shuhei Sasada, Cyber Defense Institute, Inc; Takuma Matsumoto, LAC Co., Ltd; Yusuke Niwa, ITOCHU Corporation","GOLD CABIN, Shathak","(Citation: Secureworks GOLD CABIN), (Citation: Unit 42 Valak July 2020)(Citation: Unit 42 TA551 Jan 2021)","(Citation: Unit 42 TA551 Jan 2021),(Citation: Cybereason Valak May 2020),(Citation: Secureworks GOLD CABIN),(Citation: Unit 42 Valak July 2020),(Citation: ATT QakBot April 2021),(Citation: Secureworks GOLD CABIN),(Citation: Unit 42 Valak July 2020),(Citation: Unit 42 TA551 Jan 2021),"
G0088,TEMP.Veles,"[TEMP.Veles](https://attack.mitre.org/groups/G0088) is a Russia-based threat group that has targeted critical infrastructure. The group has been observed utilizing [TRITON](https://attack.mitre.org/software/S0609), a malware framework designed to manipulate industrial safety systems.(Citation: FireEye TRITON 2019)(Citation: FireEye TEMP.Veles 2018)(Citation: FireEye TEMP.Veles JSON April 2019)",https://attack.mitre.org/groups/G0088,16 April 2019,24 May 2022,1.3,Dragos  Threat  Intelligence,XENOTIME,"The activity group XENOTIME, as defined by Dragos, has overlaps with activity reported upon by FireEye about TEMP.Veles as well as the actors behind [TRITON](https://attack.mitre.org/software/S0609) .(Citation: Dragos Xenotime 2018)(Citation: Pylos Xenotime 2019)(Citation: FireEye TRITON 2019)(Citation: FireEye TEMP.Veles 2018 )","(Citation: FireEye TRITON 2019),(Citation: Dragos Xenotime 2018),(Citation: FireEye TRITON 2019),(Citation: FireEye TEMP.Veles 2018),"
G0139,TeamTNT,[TeamTNT](https://attack.mitre.org/groups/G0139) is a threat group that has primarily targeted cloud and containerized environments. The group as been active since at least October 2019 and has mainly focused its efforts on leveraging cloud and container resources to deploy cryptocurrency miners in victim environments.(Citation: Palo Alto Black-T October 2020)(Citation: Lacework TeamTNT May 2021)(Citation: Intezer TeamTNT September 2020)(Citation: Cado Security TeamTNT Worm August 2020)(Citation: Unit 42 Hildegard Malware)(Citation: Trend Micro TeamTNT)(Citation: ATT TeamTNT Chimaera September 2020)(Citation: Aqua TeamTNT August 2020)(Citation: Intezer TeamTNT Explosion September 2021),https://attack.mitre.org/groups/G0139,01 October 2021,19 October 2022,1.2,"Darin Smith, Cisco; Will Thomas, Cyjax",,,"(Citation: ATT TeamTNT Chimaera September 2020),(Citation: TeamTNT Cloud Enumeration),(Citation: Palo Alto Black-T October 2020),(Citation: Unit 42 Hildegard Malware),(Citation: Cado Security TeamTNT Worm August 2020),(Citation: Lacework TeamTNT May 2021),(Citation: ATT TeamTNT Chimaera September 2020),(Citation: Palo Alto Black-T October 2020),(Citation: Trend Micro TeamTNT),(Citation: Aqua TeamTNT August 2020),(Citation: Intezer TeamTNT September 2020),(Citation: Cisco Talos Intelligence Group),(Citation: Unit 42 Hildegard Malware),"
G0089,The White Company,"[The White Company](https://attack.mitre.org/groups/G0089) is a likely state-sponsored threat actor with advanced capabilities. From 2017 through 2018, the group led an espionage campaign called Operation Shaheen targeting government and military organizations in Pakistan.(Citation: Cylance Shaheen Nov 2018)",https://attack.mitre.org/groups/G0089,02 May 2019,30 March 2020,1.1,,,,"(Citation: Cylance Shaheen Nov 2018),(Citation: Cylance Shaheen Nov 2018),"
G0028,Threat Group-1314,[Threat Group-1314](https://attack.mitre.org/groups/G0028) is an unattributed threat group that has used compromised credentials to log into a victim's remote access infrastructure. (Citation: Dell TG-1314),https://attack.mitre.org/groups/G0028,31 May 2017,19 March 2020,1.1,,TG-1314,(Citation: Dell TG-1314),"(Citation: Dell TG-1314),(Citation: Dell TG-1314),"
